"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"BMW","330 Gran Turismo","Black","36199","39825km","11/2017","Automatic","190 kW (258 hp)","2993cc","Diesel","6 l/100km","4x4","Germany","https://carvago.com/car/50531271/bmw-330-gran-turismo-d-xdrive-advantage-190-kw",2022-08-23
"Volkswagen","Polo","Silver","3099","159936km","4/2009","Manual","59 kW (80 hp)","1390cc","Petrol","6.4 l/100km","4x2","Germany","https://carvago.com/car/51235152/volkswagen-polo-1-4-16v-59-kw",2022-08-23
"Jeep","Compass","Grey","5599","167600km","9/2010","Manual","88 kW (120 hp)","1968cc","Diesel","6 l/100km","4x4","Germany","https://carvago.com/car/50713756/jeep-compass-88-kw",2022-08-23
"Volkswagen","T-Roc","White","35749","4900km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-08-23
"Mazda","2","Blue","3699","110700km","3/2009","Manual","76 kW (103 hp)","1498cc","Petrol","5.7 l/100km","4x2","Germany","https://carvago.com/car/51353515/mazda-2-1-5-impression-76-kw",2022-08-23
"Renault","Clio","Grey","15599","13884km","11/2019","Manual","66 kW (90 hp)","14641cc","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/48302236/renault-clio-dci-85-business-66-kw",2022-08-23
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-08-23
"Chevrolet","Matiz","Blue","2849","75000km","12/2009","Manual","38 kW (52 hp)","796cc","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/51459612/chevrolet-matiz-0-8-38-kw",2022-08-23
"Toyota","Aygo X","Black interior","8699","92000km","6/2018","Manual","51 kW (69 hp)","998cc","Petrol","4.1 l/100km","4x2","Germany","https://carvago.com/car/51037746/toyota-aygo-x-51-kw",2022-08-23
"BMW","118","White","30249","35988km","7/2021","Automatic","100 kW (136 hp)","15000cc","Petrol","4 l/100km","4x2","Belgium","https://carvago.com/car/51225396/bmw-118-i-100-kw",2022-08-23
