"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Fiat","Grande Punto","Blue","2799","146000km","5/2009","Manual","48 kW (65 hp)","1242cc","Petrol","5.9 l/100km","4x2","Germany","https://carvago.com/car/51252657/fiat-grande-punto-1-2-8v-active-48-kw",2022-09-11
"Ford","Mondeo","Silver","4849","159000km","7/2009","Manual","81 kW (110 hp)","1596cc","Petrol","7.2 l/100km","4x2","Germany","https://carvago.com/car/51523033/ford-mondeo-1-6-ti-vct-81-kw",2022-09-11
"Peugeot","208","Black","11899","31543km","2/2019","Manual","50 kW (68 hp)","1199cc","Petrol","4.6 l/100km","4x2","France","https://carvago.com/car/51710270/peugeot-208-68-50-kw",2022-09-11
"Dodge","RAM","Black","40849","34200km","2/2020","Automatic","295 kW (401 hp)","5700cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/48031646/dodge-ram-295-kw",2022-09-11
"Renault","Master","White","13699","171291km","10/2017","Manual","125 kW (170 hp)","2298cc","Diesel","7 l/100km","4x2","Netherlands","https://carvago.com/car/51582171/renault-master-125-kw",2022-09-11
"BMW","120","Black","34499","18000km","5/2021","Automatic","140 kW (190 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50998226/bmw-120-140-kw",2022-09-11
"Chevrolet","Spark","Black","2999","111165km","4/2010","Manual","60 kW (82 hp)","1206cc","Petrol","5.1 l/100km","4x2","Germany","https://carvago.com/car/50348330/chevrolet-spark-1-2-60-kw",2022-09-11
"Volkswagen","Caddy","Brown","15799","97109km","3/2017","Manual","75 kW (102 hp)","1968cc","Diesel","5 l/100km","4x2","France","https://carvago.com/car/50485026/volkswagen-caddy-2-0-tdi-75-kw",2022-09-11
"Dodge","Charger","Red","43849","36000km","6/2020","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51171342/dodge-charger-362-kw",2022-09-11
"Toyota","Hilux","White","20449","24570km","4/2016","Manual","106 kW (144 hp)","2494cc","Diesel","7.3 l/100km","4x4","Germany","https://carvago.com/car/51584386/toyota-hilux-d-cab-2-5-4d-f-4wd-106-kw",2022-09-11
"Fiat","Talento","White","17749","70000km","12/2019","Manual","92 kW (125 hp)","1598cc","Diesel","6 l/100km","4x2","Germany","https://carvago.com/car/49874380/fiat-talento-l2h1-sx-92-kw",2022-09-11
"Audi","A3","Black","26299","11860km","1/2020","Automatic","140 kW (190 hp)","1984cc","Petrol","6 l/100km","4x2","Poland","https://carvago.com/car/51160015/audi-a3-2-0-tfsi-140-kw",2022-09-11
"Citroen","C3","Other interior color","11999","47143km","12/2018","Manual","61 kW (83 hp)","1199cc","Petrol","5 l/100km","4x2","France","https://carvago.com/car/51808456/citroen-c3-82-s-s-feel-61-kw",2022-09-11
"BMW","118","Other interior color","24349","24500km","8/2020","Automatic","112 kW (152 hp)","1995cc","Diesel","4 l/100km","4x2","France","https://carvago.com/car/49027638/bmw-118-d-112-kw",2022-09-11
"Alfa Romeo","Giulia","Silver","27449","13600km","1/2019","Automatic","206 kW (280 hp)","1995cc","Petrol","7 l/100km","4x4","Poland","https://carvago.com/car/51742175/alfa-romeo-giulia-2-0-turbo-16v-veloce-ti-206-kw",2022-09-11
"Dacia","Sandero","White","3599","41000km","7/2010","Manual","55 kW (75 hp)","1390cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/51201425/dacia-sandero-1-4-mpi-55-kw",2022-09-11
"Audi","Q2","Red","24249","12800km","3/2021","Manual","110 kW (150 hp)","1968cc","Diesel","4.5 l/100km","4x2","Italy","https://carvago.com/car/51635059/audi-q2-35-tdi-sport-110-kw",2022-09-11
"Volkswagen","Tiguan","Black","27349","66309km","4/2018","Manual","92 kW (125 hp)","13950cc","Petrol","5 l/100km","4x2","Belgium","https://carvago.com/car/50894321/volkswagen-tiguan-tsi-92-kw",2022-09-11
"Audi","Q5","White","43699","34000km","1/2021","Automatic","150 kW (204 hp)","1968cc","Diesel","6 l/100km","4x4","Poland","https://carvago.com/car/51644273/audi-q5-40-tdi-quattro-s-tronic-s-line-150-kw",2022-09-11
"Toyota","Aygo","Red","3899","136200km","7/2009","Manual","50 kW (68 hp)","998cc","Petrol","4.6 l/100km","4x2","Germany","https://carvago.com/car/50039141/toyota-aygo-50-kw",2022-09-11
"Volkswagen","Amarok","Grey","21499","133500km","9/2012","Automatic","132 kW (179 hp)","1968cc","Diesel","8 l/100km","4x4","Germany","https://carvago.com/car/50042622/volkswagen-amarok-2-0-bitdi-4motion-automatic-bluemotion-technology-132-kw",2022-09-11
"Chevrolet","Matiz","White","3099","113165km","9/2009","Manual","38 kW (52 hp)","796cc","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/50430342/chevrolet-matiz-0-8-s-38-kw",2022-09-11
"Hyundai","i20","Black","4499","162273km","8/2013","Manual","63 kW (86 hp)","1248cc","Petrol","4.9 l/100km","4x2","Germany","https://carvago.com/car/51192261/hyundai-i20-1-2-63-kw",2022-09-11
"Skoda","Yeti","White","9399","151082km","10/2013","Manual","103 kW (140 hp)","1968cc","Diesel","6 l/100km","4x4","Germany","https://carvago.com/car/51590027/skoda-yeti-2-0-tdi-103-kw",2022-09-11
"Suzuki","Vitara","Grey","13999","77780km","11/2017","Automatic","103 kW (140 hp)","1373cc","Petrol","5.2 l/100km","4x4","Germany","https://carvago.com/car/51457885/suzuki-vitara-103-kw",2022-09-11
"BMW","220","Blue","28899","10400km","3/2020","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/51678048/bmw-220-140-kw",2022-09-11
"Mercedes-Benz","C 300","Red","39449","7833km","7/2020","Automatic","190 kW (258 hp)","1991cc","Hybrid","6.2 l/100km","4x2","Germany","https://carvago.com/car/51655761/mercedes-benz-c-300-190-kw",2022-09-11
"Dodge","Charger","Purple","57499","4000km","3/2021","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51140892/dodge-charger-362-kw",2022-09-11
"Chevrolet","Spark","Green","3249","133000km","9/2011","Manual","50 kW (68 hp)","995cc","Petrol","5.1 l/100km","4x2","Germany","https://carvago.com/car/51069074/chevrolet-spark-1-0-ls-50-kw",2022-09-11
"Audi","A6","Grey","50049","32500km","7/2020","Automatic","210 kW (286 hp)","2967cc","Diesel","6 l/100km","4x4","Germany","https://carvago.com/car/51325159/audi-a6-avant-50-tdi-quattro-210-kw",2022-09-11
"Peugeot","208","Red","13299","74142km","11/2020","Manual","74 kW (101 hp)","1499cc","Diesel","3.5 l/100km","4x2","France","https://carvago.com/car/50650754/peugeot-208-100-active-74-kw",2022-09-11
"Dodge","Charger","Black","35149","38500km","6/2019","Automatic","280 kW (381 hp)","5654cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51144329/dodge-charger-280-kw",2022-09-11
"Dodge","RAM","Grey","44999","21000km","3/2020","Automatic","295 kW (401 hp)","5654cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/51060781/dodge-ram-295-kw",2022-09-11
"Skoda","Yeti","Grey","6849","160000km","7/2009","Manual","118 kW (160 hp)","1798cc","Petrol","8 l/100km","4x4","Germany","https://carvago.com/car/51765966/skoda-yeti-1-8-tsi-118-kw",2022-09-11
"Porsche","Macan","Grey","61699","3680km","1/2022","Automatic","195 kW (265 hp)","1984cc","Petrol","8 l/100km","4x4","Poland","https://carvago.com/car/51709282/porsche-macan-195-kw",2022-09-11
"Mercedes-Benz","C 300","Black","73199","18000km","8/2021","Automatic","195 kW (265 hp)","1993cc","Diesel","5.1 l/100km","4x2","Germany","https://carvago.com/car/47823292/mercedes-benz-c-300-195-kw",2022-09-11
"Mercedes-Benz","E 450","Black","71199","21240km","2/2021","Automatic","270 kW (367 hp)","2999cc","Petrol","8.1 l/100km","4x4","Germany","https://carvago.com/car/49964977/mercedes-benz-e-450-t-4matic-270-kw",2022-09-11
"Land Rover","Range Rover Evoque","White","31249","25000km","7/2020","Automatic","110 kW (150 hp)","1999cc","Diesel","6 l/100km","4x4","Italy","https://carvago.com/car/51781323/land-rover-range-rover-evoque-2-0-td4-150-4wd-se-dyn-110-kw",2022-09-11
"Suzuki","SX4 S-Cross","Silver","9899","103000km","8/2015","Automatic","88 kW (120 hp)","1586cc","Petrol","6 l/100km","4x2","Germany","https://carvago.com/car/51589788/suzuki-sx4-s-cross-1-6-vvt-cvt-88-kw",2022-09-11
"BMW","218","White","20399","83600km","1/2019","Manual","110 kW (150 hp)","1995cc","Diesel","4.3 l/100km","4x2","Germany","https://carvago.com/car/50704032/bmw-218-110-kw",2022-09-11
"Dodge","RAM","Other interior color","40849","69000km","6/2019","Manual","295 kW (401 hp)",NA,"Petrol","4x2",NA,"Italy","https://carvago.com/car/51208240/dodge-ram-quad-cab-295-kw",2022-09-11
"Skoda","Fabia","Blue","3599","156000km","12/2009","Manual","63 kW (86 hp)","1390cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/51483904/skoda-fabia-1-4-16v-63-kw",2022-09-11
"Hyundai","i10","Silver","5299","93000km","3/2012","Manual","51 kW (69 hp)","5.8l/100km(city)","Petrol","4.7 l/100km","4x2","Germany","https://carvago.com/car/51767381/hyundai-i10-51-kw",2022-09-11
"Mercedes-Benz","CLA 200 Shooting Brake","Silver","16949","174000km","8/2018","Automatic","100 kW (136 hp)","3l/100km","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51131276/mercedes-benz-cla-200-shooting-brake-d-100-kw",2022-09-11
"Opel","Corsa","Grey","5699","111000km","4/2015","Manual","63 kW (86 hp)","1229cc","Petrol","5 l/100km","4x2","Germany","https://carvago.com/car/50297308/opel-corsa-63-kw",2022-09-11
"BMW","220","Silver","25149","69988km","9/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/48348294/bmw-220-140-kw",2022-09-11
"BMW","M3","Grey","56999","34215km","9/2021","Automatic","275 kW (374 hp)","2998cc","Petrol","7.1 l/100km","4x4","Germany","https://carvago.com/car/51420452/bmw-m3-275-kw",2022-09-11
"Peugeot","Expert","Grey","12049","108024km","1/2016","Manual","94 kW (128 hp)","1997cc","Diesel","7 l/100km","4x2","Netherlands","https://carvago.com/car/51130570/peugeot-expert-94-kw",2022-09-11
"Renault","Clio","Grey","15599","13884km","11/2019","Manual","66 kW (90 hp)","14641cc","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/48302236/renault-clio-dci-85-business-66-kw",2022-09-11
"BMW","X1","White","33849","30600km","3/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.8 l/100km","4x4","Germany","https://carvago.com/car/49973227/bmw-x1-20d-140-kw",2022-09-11
"Toyota","Aygo X","White","14199","3670km","1/2022","Manual","53 kW (72 hp)","998cc","Petrol","4 l/100km","4x2","Austria","https://carvago.com/car/50310651/toyota-aygo-x-1-0-53-kw",2022-09-11
"Audi","RS3","Black","39349","31000km","1/2016","Automatic","310 kW (421 hp)","2480cc","Petrol","8 l/100km","4x4","Poland","https://carvago.com/car/49954570/audi-rs3-310-kw",2022-09-11
"BMW","320","Black","57799","0km","6/2022","Automatic","140 kW (190 hp)","1995cc","Diesel","4.5 l/100km","4x4","Germany","https://carvago.com/car/51319847/bmw-320-d-touring-xdrive-sport-line-140-kw",2022-09-11
"Audi","A5","White","46799","29900km","11/2020","Automatic","210 kW (286 hp)","2967cc","Diesel","5.9 l/100km","4x4","Germany","https://carvago.com/car/51592918/audi-a5-210-kw",2022-09-11
"MG","ZS","Black","30499","2500km","4/2022","Automatic","130 kW (177 hp)","2497cc","Electric","4x2",NA,"Germany","https://carvago.com/car/50582680/mg-zs-130-kw",2022-09-11
"Skoda","Superb","Black","29849","47180km","7/2019","Manual","140 kW (190 hp)","1968cc","Diesel","5.2 l/100km","4x4","Germany","https://carvago.com/car/49854676/skoda-superb-2-0-tdi-4x4-ambition-140-kw",2022-09-11
"Toyota","Land Cruiser","Grey","47549","250km","3/2022","Manual","150 kW (204 hp)","2755cc","Diesel","7 l/100km","4x2","France","https://carvago.com/car/50915339/toyota-land-cruiser-150-kw",2022-09-11
"BMW","220","Silver","22199","88599km","9/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/49504870/bmw-220-140-kw",2022-09-11
"BMW","220","Blue","28399","39900km","4/2020","Automatic","140 kW (190 hp)","1995cc","Diesel","5 l/100km","4x2","Germany","https://carvago.com/car/51491425/bmw-220-140-kw",2022-09-11
"Cadillac","XT4","Grey","39399","0km","8/2022","Automatic","169 kW (230 hp)","1995cc","Petrol","8.8 l/100km","4x4","Germany","https://carvago.com/car/51676238/cadillac-xt4-350t-awd-169-kw",2022-09-11
"BMW","740","Grey","73099","49139km","3/2019","Automatic","235 kW (320 hp)","2993cc","Diesel","5.3 l/100km","4x4","Germany","https://carvago.com/car/48725451/bmw-740-d-xdrive-235-kw",2022-09-11
"Volvo","V90","Brown","31399","54560km","9/2020","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x2","Sweden","https://carvago.com/car/49397123/volvo-v90-d4-momentum-140-kw",2022-09-11
"BMW","220","Grey","24649","47600km","11/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.4 l/100km","4x2","Germany","https://carvago.com/car/50808737/bmw-220-140-kw",2022-09-11
"Volvo","V90","Blue","29599","27980km","11/2020","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x2","Sweden","https://carvago.com/car/51776837/volvo-v90-d4-momentum-140-kw",2022-09-11
"Audi","A4 Allroad","Black","46299","34100km","2/2020","Automatic","210 kW (286 hp)","2967cc","Diesel","6.1 l/100km","4x4","Germany","https://carvago.com/car/51710560/audi-a4-allroad-210-kw",2022-09-11
"BMW","X1","Black","33549","36409km","1/2021","Automatic","110 kW (150 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50819016/bmw-x1-110-kw",2022-09-11
"Jeep","Renegade","Other interior color","26149","28415km","8/2021","Manual","96 kW (131 hp)","1598cc","Diesel","4.8 l/100km","4x2","Spain","https://carvago.com/car/51013474/jeep-renegade-96-kw",2022-09-11
"MG","ZS","Red","30499","2500km","4/2022","Automatic","130 kW (177 hp)","2497cc","Electric","4x2",NA,"Germany","https://carvago.com/car/50558842/mg-zs-130-kw",2022-09-11
"Audi","Q2","Blue","31999","52400km","5/2020","Automatic","110 kW (150 hp)","1968cc","Diesel","5.1 l/100km","4x4","Germany","https://carvago.com/car/50903812/audi-q2-35-tdi-quattro-s-tronic-110-kw",2022-09-11
"DFSK","Seres 3","Red","34599","50km","5/2022","Automatic","120 kW (163 hp)",NA,"Electric","18 kWh/100km","4x2","Germany","https://carvago.com/car/51425731/dfsk-seres-120-kw",2022-09-11
"Mazda","2","Blue","5699","159702km","12/2014","Manual","62 kW (84 hp)","1349cc","Petrol","5 l/100km","4x2","Germany","https://carvago.com/car/51364513/mazda-2-1-3-mzr-sendo-62-kw",2022-09-11
"BMW","X2","White","32099","5499km","6/2021","Automatic","110 kW (150 hp)","1995cc","Diesel","4.4 l/100km","4x2","Germany","https://carvago.com/car/51488926/bmw-x2-110-kw",2022-09-11
"Mercedes-Benz","A 250","Black","36199","5863km","1/2022","Manual","118 kW (160 hp)","1332cc","Hybrid","7 l/100km","4x2","Germany","https://carvago.com/car/51190797/mercedes-benz-a-250-e-118-kw",2022-09-11
"Mercedes-Benz","A 150","Black","4499","123500km","7/2009","Manual","70 kW (95 hp)","1498cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50016177/mercedes-benz-a-150-70-kw",2022-09-11
"BMW","220","White","27299","44500km","1/2020","Automatic","141 kW (192 hp)","1998cc","Petrol","5.7 l/100km","4x2","Germany","https://carvago.com/car/51723498/bmw-220-advantage-141-kw",2022-09-11
"Abarth","595","Blue","23199","23452km","4/2021","Manual","121 kW (165 hp)","1368cc","Petrol","7 l/100km","4x2","Italy","https://carvago.com/car/47564661/abarth-595-121-kw",2022-09-11
"Peugeot","208","Red","29649","5858km","10/2020","Automatic","100 kW (136 hp)","Euro6","Electric","4x2",NA,"France","https://carvago.com/car/48626609/peugeot-208-136-allure-100-kw",2022-09-11
"Audi","Q4","White","56399","9680km","1/2022","Automatic","125 kW (170 hp)","Noemissionclass","Electric","4x4",NA,"Germany","https://carvago.com/car/51726989/audi-q4-125-kw",2022-09-11
"Cupra","Leon","Red","30299","26600km","3/2020","Automatic","221 kW (300 hp)","1984cc","Petrol","7.1 l/100km","4x4","Germany","https://carvago.com/car/51619623/cupra-leon-221-kw",2022-09-11
"Audi","Q5","Blue","34249","26030km","12/2019","Automatic","140 kW (190 hp)","1968cc","Diesel","6 l/100km","4x4","Sweden","https://carvago.com/car/51467093/audi-q5-40-tdi-quattro-s-tronic-sport-140-kw",2022-09-11
"Renault","Master","White","14749","152386km","10/2017","Manual","125 kW (170 hp)","2298cc","Diesel","7 l/100km","4x2","Netherlands","https://carvago.com/car/51539922/renault-master-125-kw",2022-09-11
"BMW","420","Grey","33099","38600km","10/2020","Automatic","135 kW (184 hp)","1998cc","Petrol","6.1 l/100km","4x2","Germany","https://carvago.com/car/50175431/bmw-420-sport-line-135-kw",2022-09-11
"Volvo","V60","Black","27749","30400km","6/2020","Manual","140 kW (190 hp)","1969cc","Diesel","6 l/100km","4x2","Sweden","https://carvago.com/car/50970116/volvo-v60-d4-momentum-140-kw",2022-09-11
"Nissan","Navara","White","26299","74545km","7/2016","Manual","140 kW (190 hp)","2298cc","Diesel","6 l/100km","4x4","Germany","https://carvago.com/car/50168357/nissan-navara-dc-4x4-eu6-s-s-140-kw",2022-09-11
"DFSK","Seres 3","Black","32049","5000km","6/2022","Automatic","120 kW (163 hp)",NA,"Electric","18 kWh/100km","4x2","Germany","https://carvago.com/car/50591471/dfsk-seres-120-kw",2022-09-11
"BMW","740","Black","51649","61540km","7/2019","Automatic","240 kW (326 hp)","2998cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/51646784/bmw-740-240-kw",2022-09-11
"Peugeot","208","Other interior color","10149","72329km","1/2019","Manual","74 kW (101 hp)","1560cc","Diesel","5 l/100km","4x2","France","https://carvago.com/car/50866850/peugeot-208-74-kw",2022-09-11
"Audi","A3","Black","29949","26500km","3/2021","Automatic","110 kW (150 hp)","1968cc","Diesel","5 l/100km","4x2","Germany","https://carvago.com/car/51752303/audi-a3-35-tdi-110-kw",2022-09-11
"Volkswagen","Caddy","White","16799","98000km","3/2019","Manual","92 kW (125 hp)","1395cc","Petrol","5.7 l/100km","4x2","Germany","https://carvago.com/car/51782204/volkswagen-caddy-1-4-tsi-trendline-92-kw",2022-09-11
"Dodge","Charger","Grey","39799","58000km","8/2018","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51151030/dodge-charger-362-kw",2022-09-11
"Cadillac","XT4","Silver","39399","11km","5/2022","Automatic","169 kW (230 hp)","1995cc","Petrol","9.6 l/100km","4x4","Germany","https://carvago.com/car/51749975/cadillac-xt4-350t-awd-169-kw",2022-09-11
"BMW","220","Silver","23199","79900km","9/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/49500602/bmw-220-140-kw",2022-09-11
"BMW","118","White","30699","5840km","1/2022","Automatic","110 kW (150 hp)","1995cc","Diesel","4 l/100km","4x2","Poland","https://carvago.com/car/51762200/bmw-118-110-kw",2022-09-11
"Hyundai","Santa Fe","Red","22999","12800km","8/2018","Automatic","136 kW (185 hp)","2359cc","Petrol","9.3 l/100km","4x4","Germany","https://carvago.com/car/51720386/hyundai-santa-fe-2-4-gdi-4wd-premium-136-kw",2022-09-11
"Audi","S6","Black","79349","32589km","1/2020","Automatic","257 kW (349 hp)","2967cc","Diesel","6.5 l/100km","4x4","Germany","https://carvago.com/car/49644414/audi-s6-257-kw",2022-09-11
"Volvo","V90","Grey","39049","6990km","2/2022","Automatic","146 kW (199 hp)","1969cc","Diesel","5 l/100km","4x2","Sweden","https://carvago.com/car/51473589/volvo-v90-146-kw",2022-09-11
"Opel","Crossland X","Black","14249","71252km","1/2019","Automatic","81 kW (110 hp)","1199cc","Petrol","6 l/100km","4x2","Poland","https://carvago.com/car/51780701/opel-crossland-x-1-2-automatic-81-kw",2022-09-11
"Renault","Talisman","Other interior color","21349","131000km","1/2020","Manual","149 kW (203 hp)","1997cc","Diesel","5 l/100km","4x2","France","https://carvago.com/car/50869275/renault-talisman-estate-bluedci-200-149-kw",2022-09-11
"Skoda","Rapid","White","7949","115332km","1/2016","Manual","66 kW (90 hp)","1422cc","Diesel","4 l/100km","4x2","Poland","https://carvago.com/car/51815247/skoda-rapid-1-4-tdi-green-tec-active-66-kw",2022-09-11
"Lexus","UX","Grey","33049","22139km","6/2020","Automatic","135 kW (184 hp)","1987cc","Other fuel type","4.1 l/100km","4x2","Spain","https://carvago.com/car/51274773/lexus-ux-135-kw",2022-09-11
"Audi","Q2","Silver","22499","57900km","5/2018","Manual","85 kW (116 hp)","999cc","Petrol","5.1 l/100km","4x2","Germany","https://carvago.com/car/50273473/audi-q2-1-0-tfsi-85-kw",2022-09-11
"Audi","A4","Grey","42649","30839km","2/2021","Automatic","140 kW (190 hp)","1968cc","Diesel","4.6 l/100km","4x4","Germany","https://carvago.com/car/50176841/audi-a4-avant-40-tdi-quattro-s-tronic-advanced-140-kw",2022-09-11
"SsangYong","Korando","Green","12399","92400km","6/2017","Manual","110 kW (150 hp)","1998cc","Petrol","7.5 l/100km","4x2","Germany","https://carvago.com/car/50114878/ssangyong-korando-2-0-2wd-quartz-110-kw",2022-09-11
"BMW","220","Silver","25649","85700km","11/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x4","Germany","https://carvago.com/car/49347436/bmw-220-140-kw",2022-09-11
"BMW","420","White","40649","20670km","1/2020","Automatic","135 kW (184 hp)","1998cc","Petrol","6 l/100km","4x4","Poland","https://carvago.com/car/49764902/bmw-420-i-coupe-xdrive-135-kw",2022-09-11
"Land Rover","Range Rover Velar","Silver","50349","66550km","2/2019","Automatic","221 kW (300 hp)","2993cc","Diesel","7.6 l/100km","4x4","Germany","https://carvago.com/car/50929120/land-rover-range-rover-velar-221-kw",2022-09-11
"Mercedes-Benz","A 180","Grey","5199","143000km","6/2010","Automatic","85 kW (116 hp)","1699cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/51636469/mercedes-benz-a-180-85-kw",2022-09-11
"Infiniti","Q30","Grey","25699","22400km","1/2020","Automatic","155 kW (211 hp)","1991cc","Petrol","7.4 l/100km","4x4","Germany","https://carvago.com/car/51775183/infiniti-q30-dct-awd-155-kw",2022-09-11
"Mercedes-Benz","E 220","Silver","43699","26300km","1/2020","Automatic","143 kW (194 hp)","1950cc","Diesel","4.8 l/100km","4x2","Germany","https://carvago.com/car/49507295/mercedes-benz-e-220-d-t-avantgarde-143-kw",2022-09-11
"Kia","Optima","Grey","17749","51000km","1/2019","Manual","120 kW (163 hp)","1999cc","Petrol","8 l/100km","4x2","Poland","https://carvago.com/car/51571691/kia-optima-2-0-120-kw",2022-09-11
"Volvo","XC40","White","33549","104000km","10/2018","Automatic","110 kW (150 hp)","19690cc","Diesel","5 l/100km","4x2","Luxembourg","https://carvago.com/car/49766512/volvo-xc40-d3-110-kw",2022-09-11
