"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Opel","Crossland X","Orange","15899","69000km","8/2017","Manual","88 kW (120 hp)","15600cc","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51680313/opel-crossland-x-diesel-innovation-88-kw",2022-09-23
"Citroen","C3","Grey","2399","108990km","12/2009","Manual","44 kW (60 hp)","1124cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/51810699/citroen-c3-1-1-tonic-44-kw",2022-09-23
"Volkswagen","T-Roc","White","35749","5400km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-09-23
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-09-23
"Renault","Clio","Grey","15599","13884km","11/2019","Manual","66 kW (90 hp)","14641cc","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/48302236/renault-clio-dci-85-business-66-kw",2022-09-23
"Fiat","Panda","Grey","3899","149000km","7/2009","Automatic","44 kW (60 hp)","1242cc","Petrol","5 l/100km","4x2","Germany","https://carvago.com/car/51599574/fiat-panda-1-2-44-kw",2022-09-23
"Toyota","Land Cruiser","Brown interior","56949","20km","3/2022","Manual","200 kW (272 hp)","4000cc","Petrol","14 l/100km","4x4","Germany","https://carvago.com/car/51771135/toyota-land-cruiser-4-0-v6-200-kw",2022-09-23
"Audi","A6","Black","23149","146992km","9/2015","Automatic","185 kW (252 hp)","1984cc","Petrol","6 l/100km","4x2","Germany","https://carvago.com/car/51853924/audi-a6-2-0-tfsi-s-185-kw",2022-09-23
"Peugeot","207","Black","2399","159505km","9/2009","Manual","70 kW (95 hp)","1397cc","Petrol","5.9 l/100km","4x2","Germany","https://carvago.com/car/51541032/peugeot-207-sw-95-vti-urban-move-70-kw",2022-09-23
"Dodge","RAM","Black","66999","308km","2/2022","Automatic","295 kW (401 hp)","5654cc","LPG","4x4",NA,"Netherlands","https://carvago.com/car/50034520/dodge-ram-295-kw",2022-09-23
"Renault","Clio","Grey","3849","173679km","12/2009","Manual","72 kW (98 hp)","1395cc","Petrol","5.6 l/100km","4x2","Germany","https://carvago.com/car/50042331/renault-clio-estate-tce-100-72-kw",2022-09-23
"Opel","Astra","White","4699","163000km","10/2009","Manual","85 kW (116 hp)","1598cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/50953332/opel-astra-1-6-85-kw",2022-09-23
