"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Peugeot","3008","Red","4999","146400km","1/2011","Manual","82 kW (111 hp)","1560cc","Diesel","5.2 l/100km","4x2","Czech Republic","https://carvago.com/car/52072799/peugeot-3008-hdi-fap-110-82-kw",2022-10-24
"Volkswagen","Arteon","Black","42599","7746km","2/2022","Automatic","140 kW (190 hp)","1984cc","Petrol","5.6 l/100km","4x2","Germany","https://carvago.com/car/51534521/volkswagen-arteon-2-0-tsi-dsg-elegance-140-kw",2022-10-24
"Audi","S3","Yellow","36199","14470km","3/2021","Automatic","228 kW (310 hp)","1984cc","Petrol","7.4 l/100km","4x4","Germany","https://carvago.com/car/49934907/audi-s3-2-0-tfsi-quattro-228-kw",2022-10-24
"Dodge","Charger","Green","47099","17000km","6/2021","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51150520/dodge-charger-362-kw",2022-10-24
"Lada","Vesta","Black","11199","13500km","4/2017","Manual","78 kW (106 hp)","1596cc","Petrol","6.1 l/100km","4x2","Germany","https://carvago.com/car/52375975/lada-vesta-1-6-78-kw",2022-10-24
"Volkswagen","T-Roc","White","35749","7866km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-10-24
"Chevrolet","Matiz","Other interior color","3099","56157km","8/2009","Manual","38 kW (52 hp)","796cc","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/52073956/chevrolet-matiz-0-8-s-38-kw",2022-10-24
"Dodge","Charger","Silver","47099","3700km","4/2021","Automatic","362 kW (492 hp)","6424cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/52060872/dodge-charger-362-kw",2022-10-24
"Dodge","RAM","Black","40849","34200km","2/2020","Automatic","295 kW (401 hp)","5700cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/48031646/dodge-ram-295-kw",2022-10-24
"Audi","A5","Black","18649","130500km","1/2017","Automatic","140 kW (190 hp)","1968cc","Diesel","5 l/100km","4x4","Poland","https://carvago.com/car/52085489/audi-a5-s-2-0-tdi-quattro-tronic-140-kw",2022-10-24
"Volkswagen","Caddy","Blue","23699","53952km","6/2019","Automatic","110 kW (150 hp)","1968cc","Diesel","5.5 l/100km","4x4","Netherlands","https://carvago.com/car/50997396/volkswagen-caddy-2-0-tdi-4motion-dsg-110-kw",2022-10-24
"Peugeot","208","White","9499","33300km","7/2019","Manual","75 kW (102 hp)","1499cc","Diesel","3.5 l/100km","4x2","Italy","https://carvago.com/car/52395463/peugeot-208-100-active-75-kw",2022-10-24
"Skoda","Fabia","Green","4499","160000km","9/2009","Manual","63 kW (86 hp)","1390cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/51584024/skoda-fabia-1-4-16v-cool-edition-63-kw",2022-10-24
"Dodge","Charger","Green","41899","31200km","8/2019","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/52080993/dodge-charger-362-kw",2022-10-24
"Dodge","RAM","Blue","50199","7600km","3/2021","Automatic","295 kW (401 hp)","5654cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/51137762/dodge-ram-295-kw",2022-10-24
"Volkswagen","e-up!","Other interior color","10099","36890km","12/2018","Manual","60 kW (82 hp)","6l/100km","Petrol","7 l/100km","4x2","France","https://carvago.com/car/52288664/volkswagen-e-up-60-kw",2022-10-24
"Opel","Antara","Black","7099","123500km","6/2015","Manual","120 kW (163 hp)","2231cc","Diesel","6.3 l/100km","4x2","Germany","https://carvago.com/car/52201727/opel-antara-2-2-cdti-ecoflex-selection-120-kw",2022-10-24
"Seat","Leon","Grey","6899","109084km","3/2011","Automatic","118 kW (160 hp)","1798cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/52147465/seat-leon-118-kw",2022-10-24
"DS Automobiles","DS9","Black","50649","6861km","7/2021","Automatic","165 kW (224 hp)","1598cc","Hybrid","1.5 l/100km","4x2","Spain","https://carvago.com/car/51869673/ds-automobiles-ds9-1-6-e-tense-eat8-165-kw",2022-10-24
"Skoda","Octavia","White","4899","160719km","9/2010","Manual","77 kW (105 hp)","1197cc","Petrol","5.8 l/100km","4x2","Germany","https://carvago.com/car/52370357/skoda-octavia-1-2-tsi-classic-77-kw",2022-10-24
"BMW","120","Black","34499","18000km","5/2021","Automatic","140 kW (190 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50998226/bmw-120-140-kw",2022-10-24
"Land Rover","Range Rover Velar","Black","35149","49570km","9/2018","Automatic","180 kW (245 hp)","200cc","Diesel","7 l/100km","4x4","Italy","https://carvago.com/car/52389345/land-rover-range-rover-velar-180-kw",2022-10-24
"DFSK","Seres 3","Red","33599","4500km","4/2022","Manual","120 kW (163 hp)",NA,"Electric","18 kWh/100km","4x2","Germany","https://carvago.com/car/50746335/dfsk-seres-120-kw",2022-10-24
"Mercedes-Benz","E 63 AMG","Brown","52299","35000km","5/2015","Automatic","430 kW (585 hp)","5461cc","Petrol","10.5 l/100km","4x4","Germany","https://carvago.com/car/34668213/mercedes-benz-e-63-amg-e-t-s-4matic-mct-430-kw",2022-10-24
"Renault","Talisman","Grey","19299","51617km","5/2019","Automatic","147 kW (200 hp)","1997cc","Diesel","4.9 l/100km","4x2","Germany","https://carvago.com/car/52075048/renault-talisman-dci-200-edc-initiale-paris-147-kw",2022-10-24
"Toyota","Auris","White","14899","17427km","7/2018","Automatic","100 kW (136 hp)","1798cc","Hybrid","4.3 l/100km","4x2","Spain","https://carvago.com/car/52383357/toyota-auris-100-kw",2022-10-24
"Skoda","Kodiaq","Grey","23399","90452km","1/2017","Automatic","140 kW (190 hp)","1968cc","Diesel","6 l/100km","4x4","Poland","https://carvago.com/car/51473171/skoda-kodiaq-2-0-tdi-4x4-dsg-140-kw",2022-10-24
"BMW","X2","White","28549","33000km","7/2021","Automatic","110 kW (150 hp)","1995cc","Diesel","4.1 l/100km","4x2","Spain","https://carvago.com/car/52377981/bmw-x2-110-kw",2022-10-24
"Mitsubishi","Outlander","Grey","9799","123000km","1/2012","Manual","130 kW (177 hp)","2268cc","Diesel","6.3 l/100km","4x4","Germany","https://carvago.com/car/50386175/mitsubishi-outlander-2-2-4wd-motion-130-kw",2022-10-24
"Opel","Movano","White","16849","61071km","10/2019","Manual","96 kW (131 hp)","2298cc","Diesel","4x2",NA,"Italy","https://carvago.com/car/51973131/opel-movano-96-kw",2022-10-24
"Volkswagen","T-Cross","Yellow","18849","1598km","12/2020","Manual","70 kW (95 hp)","1598cc","Diesel","4.2 l/100km","4x4","Italy","https://carvago.com/car/52292298/volkswagen-t-cross-70-kw",2022-10-24
"Opel","Crossland","White","23549","3650km","7/2021","Manual","96 kW (131 hp)","1199cc","Petrol","5.1 l/100km","4x2","Germany","https://carvago.com/car/52387684/opel-crossland-1-2i-96-kw",2022-10-24
"Audi","Q3","Black","30149","32090km","7/2021","Automatic","110 kW (150 hp)","1968cc","Diesel","5.5 l/100km","4x4","Italy","https://carvago.com/car/52295505/audi-q3-35-tdi-quattro-110-kw",2022-10-24
"Peugeot","308","Grey","4899","175000km","4/2012","Manual","115 kW (156 hp)","1598cc","Petrol","7.1 l/100km","4x2","Germany","https://carvago.com/car/51527920/peugeot-308-sw-155-thp-allure-115-kw",2022-10-24
"Audi","Q4","Grey","47749","903km","2/2022","Automatic","125 kW (170 hp)","Noemissionclass","Electric","4x2",NA,"France","https://carvago.com/car/49659807/audi-q4-35-55-kwh-125-kw",2022-10-24
"Daihatsu","Charade","Red","7799","66770km","9/2011","Manual","73 kW (99 hp)","1329cc","Petrol","5.4 l/100km","4x2","Germany","https://carvago.com/car/52392063/daihatsu-charade-73-kw",2022-10-24
"Opel","Crossland","Grey","24099","21700km","2/2021","Automatic","96 kW (131 hp)","1199cc","Petrol","4.9 l/100km","4x2","Germany","https://carvago.com/car/52376606/opel-crossland-1-2i-turbo-96-kw",2022-10-24
"Opel","Movano","White","16849","85556km","10/2019","Manual","96 kW (131 hp)","2298cc","Diesel","4x2",NA,"Italy","https://carvago.com/car/52030400/opel-movano-96-kw",2022-10-24
"Volkswagen","up!","White","6349","170113km","7/2017","Manual","50 kW (68 hp)","999cc","CNG","4 kg/100km","4x2","Czech Republic","https://carvago.com/car/51174142/volkswagen-up-eco-50-kw",2022-10-24
"MG","ZS","Black","31049","5500km","5/2022","Automatic","130 kW (177 hp)","2497cc","Electric","4x2",NA,"Germany","https://carvago.com/car/52304437/mg-zs-130-kw",2022-10-24
"Mercedes-Benz","A 220","Yellow","41049","3500km","2/2020","Automatic","140 kW (190 hp)","1950cc","Diesel","4.2 l/100km","4x2","Germany","https://carvago.com/car/49293939/mercedes-benz-a-220-d-progressive-140-kw",2022-10-24
"Opel","Mokka","Red","28899","5545km","2/2022","Automatic","96 kW (131 hp)","1199cc","Petrol","4.8 l/100km","4x2","Germany","https://carvago.com/car/52349171/opel-mokka-1-2-s-s-gs-line-96-kw",2022-10-24
"Audi","Q5","Black","51849","13091km","9/2021","Automatic","220 kW (299 hp)","1984cc","Other fuel type","1.5 l/100km","4x4","Italy","https://carvago.com/car/52180131/audi-q5-220-kw",2022-10-24
"Ford","Mustang","Other interior color","56449","3805km","7/2022","Manual","336 kW (457 hp)","5038cc","Petrol","4x2",NA,"France","https://carvago.com/car/52390674/ford-mustang-5-0-ti-vct-v8-336-kw",2022-10-24
"BMW","X6 M","White","21099","138000km","9/2011","Automatic","408 kW (555 hp)","4400cc","Petrol","13.9 l/100km","4x4","Germany","https://carvago.com/car/52379004/bmw-x6-m-408-kw",2022-10-24
"BMW","220","Silver","25649","85700km","11/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x4","Germany","https://carvago.com/car/49347436/bmw-220-140-kw",2022-10-24
"Nissan","e-NV200","White","17249","18350km","8/2017","Automatic","80 kW (109 hp)","Noemissionclass","Electric","4x2",NA,"Germany","https://carvago.com/car/52378713/nissan-e-nv200-80-kw",2022-10-24
"BMW","220","Silver","23099","79900km","9/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/49500602/bmw-220-140-kw",2022-10-24
"Dodge","RAM","Black","58399","20000km","7/2021","Automatic","295 kW (401 hp)","5700cc","Petrol","14.8 l/100km","4x4","Germany","https://carvago.com/car/46753459/dodge-ram-295-kw",2022-10-24
"Seat","Arona","White","13799","27230km","5/2019","Manual","70 kW (95 hp)","999cc","Petrol","5 l/100km","4x2","Belgium","https://carvago.com/car/52381907/seat-arona-1-0-tsi-opf-reference-70-kw",2022-10-24
"Dodge","RAM","Black","60499","7200km","3/2020","Automatic","307 kW (417 hp)","5700cc","Petrol","14.7 l/100km","4x4","Germany","https://carvago.com/car/52155809/dodge-ram-307-kw",2022-10-24
"Opel","Movano","White","16849","86750km","3/2019","Manual","96 kW (131 hp)","2298cc","Diesel","4x2",NA,"Italy","https://carvago.com/car/52013044/opel-movano-96-kw",2022-10-24
"Cupra","Formentor","Red","35249","4000km","6/2022","Automatic","228 kW (310 hp)","1984cc","Petrol","7.7 l/100km","4x4","Spain","https://carvago.com/car/52293395/cupra-formentor-2-0-tsi-dsg-4drive-vz-228-kw",2022-10-24
"Tesla","Model Y","Silver","63599","9000km","3/2022","Automatic","378 kW (514 hp)",NA,"Electric","16.9 kWh/100km","4x4","Germany","https://carvago.com/car/52384499/tesla-model-y-range-awd-378-kw",2022-10-24
"BMW","220","Silver","23049","79988km","11/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/49463795/bmw-220-140-kw",2022-10-24
"Mercedes-Benz","A 220","Grey","29899","33887km","11/2019","Automatic","140 kW (190 hp)","1950cc","Diesel","4.4 l/100km","4x2","Italy","https://carvago.com/car/51963935/mercedes-benz-a-220-d-140-kw",2022-10-24
"Dodge","Durango","Black","37699","74723km","1/2019","Automatic","265 kW (360 hp)","5654cc","Petrol","18 l/100km","4x4","Poland","https://carvago.com/car/52290559/dodge-durango-265-kw",2022-10-24
"BMW","X3","White","46799","7010km","7/2021","Manual","185 kW (252 hp)","3000cc","Petrol","6 l/100km","4x2","Germany","https://carvago.com/car/50988762/bmw-x3-185-kw",2022-10-24
"Peugeot","308","White","10899","144500km","7/2017","Manual","88 kW (120 hp)","1560cc","Diesel","3 l/100km","4x2","France","https://carvago.com/car/46855416/peugeot-308-sw-blue-lease-88-kw",2022-10-24
"BMW","X2","White","31499","20000km","7/2021","Automatic","110 kW (150 hp)","1995cc","Diesel","4.1 l/100km","4x2","Spain","https://carvago.com/car/52150413/bmw-x2-110-kw",2022-10-24
"Dodge","Charger","Black","35149","38500km","5/2019","Automatic","280 kW (381 hp)","5654cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51428883/dodge-charger-280-kw",2022-10-24
"Dodge","Charger","Black","18449","165992km","1/2013","Automatic","276 kW (375 hp)","5654cc","Petrol","15 l/100km","4x4","Czech Republic","https://carvago.com/car/52279944/dodge-charger-276-kw",2022-10-24
"Audi","A4 Allroad","Black","43449","34100km","2/2020","Automatic","210 kW (286 hp)","2967cc","Diesel","6.1 l/100km","4x4","Germany","https://carvago.com/car/51907316/audi-a4-allroad-210-kw",2022-10-24
"Mercedes-Benz","CLA 200","Black","34799","18070km","3/2022","Automatic","110 kW (150 hp)","1950cc","Diesel","4 l/100km","4x2","Sweden","https://carvago.com/car/52384346/mercedes-benz-cla-200-d-110-kw",2022-10-24
"Ford","Mondeo","Black","22549","91000km","7/2019","Automatic","140 kW (190 hp)","6l/100km(city)","Diesel","6 l/100km","4x2","Italy","https://carvago.com/car/52250512/ford-mondeo-turnier-ecoblue-titanium-140-kw",2022-10-24
"Audi","A5","Black","44049","7569km","3/2022","Automatic","152 kW (207 hp)","1984cc","Petrol","6 l/100km","4x2","Belgium","https://carvago.com/car/52204244/audi-a5-152-kw",2022-10-24
"Mercedes-Benz","CLA 220 Shooting Brake","Black","37899","16992km","2/2021","Automatic","140 kW (190 hp)","1950cc","Diesel","6 l/100km","4x2","Germany","https://carvago.com/car/52378185/mercedes-benz-cla-220-shooting-brake-140-kw",2022-10-24
"Seat","Arona","Black","13849","37812km","10/2019","Manual","66 kW (90 hp)","999cc","CNG","5 kg/100km","4x2","Austria","https://carvago.com/car/52382443/seat-arona-1-0-tgi-style-66-kw",2022-10-24
"Mercedes-Benz","GLC 400","Grey","60849","28500km","2/2020","Automatic","243 kW (330 hp)","2925cc","Diesel","6.4 l/100km","4x4","Germany","https://carvago.com/car/52375797/mercedes-benz-glc-400-d-4matic-243-kw",2022-10-24
"Opel","Movano","White","18349","99768km","3/2019","Manual","96 kW (131 hp)","2298cc","Diesel","4x2",NA,"Italy","https://carvago.com/car/51981325/opel-movano-96-kw",2022-10-24
"Audi","SQ5","Black","67999","26223km","5/2020","Automatic","255 kW (347 hp)","2967cc","Diesel","6.8 l/100km","4x4","Germany","https://carvago.com/car/50831243/audi-sq5-tdi-quattro-255-kw",2022-10-24
"Land Rover","Range Rover Evoque","Grey","36599","36150km","6/2020","Automatic","147 kW (200 hp)","1997cc","Hybrid","8 l/100km","4x4","Sweden","https://carvago.com/car/52385473/land-rover-range-rover-evoque-147-kw",2022-10-24
"Ford","Fusion","Black","5299","85000km","10/2009","Manual","59 kW (80 hp)","1388cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/50023756/ford-fusion-1-4-style-59-kw",2022-10-24
"Volkswagen","ID.4","Grey","43449","8950km","6/2022","Automatic","150 kW (204 hp)","Euro6","Electric","4x2",NA,"France","https://carvago.com/car/51672932/volkswagen-id-4-150-kw",2022-10-24
"BMW","220","Silver","25149","69988km","9/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/48348294/bmw-220-140-kw",2022-10-24
"Mercedes-Benz","CLA 220","Silver","35599","21642km","2/2021","Automatic","140 kW (190 hp)","1950cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/52110929/mercedes-benz-cla-220-d-140-kw",2022-10-24
"Land Rover","Range Rover Evoque","Brown","43899","22000km","10/2017","Automatic","177 kW (241 hp)","4l/100km","Petrol","5 l/100km","4x4","Germany","https://carvago.com/car/51083792/land-rover-range-rover-evoque-si4-4wd-autobiography-177-kw",2022-10-24
"Audi","A4 Allroad","Silver","49899","32292km","7/2020","Automatic","210 kW (286 hp)","2967cc","Diesel","7 l/100km","4x4","Germany","https://carvago.com/car/50580346/audi-a4-allroad-210-kw",2022-10-24
"Chevrolet","Aveo","Red","3449","61841km","4/2010","Manual","62 kW (84 hp)","1206cc","Petrol","5.5 l/100km","4x2","Czech Republic","https://carvago.com/car/51768169/chevrolet-aveo-1-2-62-kw",2022-10-24
"BMW","X2","Black","39799","23222km","2/2021","Automatic","140 kW (190 hp)","2000cc","Diesel","4 l/100km","4x2","Belgium","https://carvago.com/car/52374661/bmw-x2-140-kw",2022-10-24
"Seat","Leon","Black","33849","14230km","6/2020","Automatic","221 kW (300 hp)","14230cc","Petrol","7.1 l/100km","4x4","Germany","https://carvago.com/car/52018098/seat-leon-st-tsi-4drive-dsg-opf-cupra-221-kw",2022-10-24
"Dacia","Spring","Silver","18999","4100km","12/2021","Automatic","33 kW (45 hp)","Noemissionclass","Electric","4x2",NA,"Germany","https://carvago.com/car/52394851/dacia-spring-33-kw",2022-10-24
"Alfa Romeo","Stelvio","Grey","41199","1000km","7/2022","Automatic","118 kW (160 hp)","2100cc","Diesel","5 l/100km","4x2","Spain","https://carvago.com/car/52393989/alfa-romeo-stelvio-2-2-16v-at8-super-118-kw",2022-10-24
"BMW","220","Grey","26249","34200km","10/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.8 l/100km","4x4","Germany","https://carvago.com/car/51836722/bmw-220-140-kw",2022-10-24
"Audi","A5","Blue","29299","63390km","6/2019","Automatic","180 kW (245 hp)","1984cc","Petrol","7 l/100km","4x4","Sweden","https://carvago.com/car/50787341/audi-a5-45-tfsi-quattro-180-kw",2022-10-24
"Mercedes-Benz","A 250","White","45849","9988km","1/2022","Automatic","165 kW (224 hp)","1991cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/47464335/mercedes-benz-a-250-165-kw",2022-10-24
"Volvo","V90","Silver","32149","37460km","3/2020","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/48317669/volvo-v90-d4-awd-momentum-140-kw",2022-10-24
"Audi","A5","White","36699","1796km","1/2022","Automatic","110 kW (150 hp)","1984cc","Petrol","6 l/100km","4x2","Poland","https://carvago.com/car/52313899/audi-a5-110-kw",2022-10-24
"Alfa Romeo","Giulietta","Black","9399","140426km","1/2013","Manual","173 kW (235 hp)","1742cc","Petrol","7.6 l/100km","4x2","Germany","https://carvago.com/car/52193431/alfa-romeo-giulietta-1-8-tbi-16v-quadrifoglio-verde-173-kw",2022-10-24
"Volvo","V90","Grey","32599","18920km","3/2020","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/50326233/volvo-v90-d4-awd-momentum-140-kw",2022-10-24
"Dodge","Charger","Grey","30449","56000km","7/2017","Automatic","274 kW (373 hp)","5654cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51172599/dodge-charger-274-kw",2022-10-24
"Mercedes-Benz","CLA 220","Black","33799","48300km","6/2021","Automatic","140 kW (190 hp)","1950cc","Diesel","4 l/100km","4x2","Sweden","https://carvago.com/car/52330483/mercedes-benz-cla-220-d-brake-8g-dct-140-kw",2022-10-24
"BMW","440","Black","42549","56000km","4/2019","Automatic","240 kW (326 hp)","2998cc","Petrol","7.2 l/100km","4x2","Germany","https://carvago.com/car/52270735/bmw-440-i-coupe-240-kw",2022-10-24
"BMW","120","Grey","22949","31690km","7/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/51681560/bmw-120-140-kw",2022-10-24
"Tesla","Model Y","White","60599","9300km","2/2022","Automatic","378 kW (514 hp)","Euro6d","Electric","4x4",NA,"Germany","https://carvago.com/car/52391216/tesla-model-y-range-awd-378-kw",2022-10-24
"BMW","530","Black","36849","95660km","5/2019","Automatic","195 kW (265 hp)","2993cc","Diesel","5.8 l/100km","4x4","Germany","https://carvago.com/car/46991293/bmw-530-d-touring-xdrive-195-kw",2022-10-24
"Mercedes-Benz","A 220","Black","37299","15240km","4/2021","Automatic","140 kW (190 hp)","1950cc","Diesel","4.4 l/100km","4x2","Germany","https://carvago.com/car/52148289/mercedes-benz-a-220-d-140-kw",2022-10-24
"Dodge","RAM","Black","40549","90000km","5/2019","Automatic","295 kW (401 hp)","5654cc","LPG","4x4",NA,"Germany","https://carvago.com/car/51563185/dodge-ram-295-kw",2022-10-24
"Audi","Q5","White","43049","34000km","1/2021","Automatic","150 kW (204 hp)","1968cc","Diesel","6 l/100km","4x4","Poland","https://carvago.com/car/51644273/audi-q5-40-tdi-quattro-s-tronic-s-line-150-kw",2022-10-24
"BMW","530","Black interior","42099","118701km","3/2019","Automatic","195 kW (265 hp)","2993cc","Diesel","5.9 l/100km","4x4","Germany","https://carvago.com/car/49536498/bmw-530-d-touring-xdrive-sport-line-195-kw",2022-10-24
"Volvo","V90 Cross Country","Blue","26549","130920km","12/2018","Automatic","140 kW (190 hp)","1969cc","Diesel","5.5 l/100km","4x4","Sweden","https://carvago.com/car/50992727/volvo-v90-cross-country-d4-awd-140-kw",2022-10-24
"BMW","X1","Black","33549","36409km","1/2021","Automatic","110 kW (150 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50819016/bmw-x1-110-kw",2022-10-24
"Nissan","Micra","Orange","4699","148984km","4/2013","Manual","59 kW (80 hp)","1198cc","Petrol","5.1 l/100km","4x2","Czech Republic","https://carvago.com/car/45734734/nissan-micra-1-2-59-kw",2022-10-24
"Jeep","Renegade","Other interior color","26149","28415km","8/2021","Manual","96 kW (131 hp)","1598cc","Diesel","4.8 l/100km","4x2","Spain","https://carvago.com/car/51013474/jeep-renegade-96-kw",2022-10-24
"Dodge","RAM","Silver","63399","5639km","1/2020","Automatic","296 kW (402 hp)","5654cc","Petrol","12.8 l/100km","4x4","Netherlands","https://carvago.com/car/50481555/dodge-ram-laramie-296-kw",2022-10-24
"Mazda","CX-5","Blue","25899","7395km","1/2021","Automatic","143 kW (194 hp)","2488cc","Petrol","7 l/100km","4x2","Poland","https://carvago.com/car/51880630/mazda-cx-5-194-automatic-143-kw",2022-10-24
"Audi","RS3","Blue","51249","4000km","9/2020","Automatic","294 kW (400 hp)","2480cc","Petrol","8.5 l/100km","4x4","Germany","https://carvago.com/car/52112878/audi-rs3-294-kw",2022-10-24
"Mercedes-Benz","GLB 220","Red","50049","18468km","6/2021","Automatic","140 kW (190 hp)","1950cc","Diesel","4.9 l/100km","4x2","Germany","https://carvago.com/car/50919413/mercedes-benz-glb-220-140-kw",2022-10-24
"Mercedes-Benz","GLC 400","Black","63699","37731km","7/2020","Automatic","243 kW (330 hp)","2925cc","Diesel","7 l/100km","4x4","Germany","https://carvago.com/car/50975813/mercedes-benz-glc-400-d-4matic-243-kw",2022-10-24
"Alfa Romeo","Giulia","Red","26299","23539km","5/2019","Automatic","118 kW (160 hp)","2143cc","Diesel","4.9 l/100km","4x2","France","https://carvago.com/car/52377152/alfa-romeo-giulia-2-2-at8-super-118-kw",2022-10-24
"Mercedes-Benz","GLB 220","White","41599","38000km","11/2020","Automatic","140 kW (190 hp)","1950cc","Diesel","5.1 l/100km","4x4","Italy","https://carvago.com/car/51548171/mercedes-benz-glb-220-d-140-kw",2022-10-24
"Audi","SQ5","Black","69099","26223km","5/2020","Automatic","255 kW (347 hp)","2967cc","Diesel","6.8 l/100km","4x4","Germany","https://carvago.com/car/50837132/audi-sq5-tdi-quattro-255-kw",2022-10-24
"BMW","220","Grey","24449","47600km","11/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.4 l/100km","4x2","Germany","https://carvago.com/car/50808737/bmw-220-140-kw",2022-10-24
"Skoda","Octavia","Silver","16649","47702km","1/2018","Manual","110 kW (150 hp)","1968cc","Diesel","4 l/100km","4x2","Poland","https://carvago.com/car/51196324/skoda-octavia-2-0-tdi-green-tec-ambition-110-kw",2022-10-24
"Mercedes-Benz","C 300","Grey","42049","12070km","2/2021","Automatic","180 kW (245 hp)","1950cc","Diesel","4.8 l/100km","4x2","Germany","https://carvago.com/car/52319179/mercedes-benz-c-300-d-t-180-kw",2022-10-24
"Hyundai","i10","Blue","6399","60934km","9/2013","Manual","51 kW (69 hp)","1086cc","Petrol","4.7 l/100km","4x2","Belgium","https://carvago.com/car/52381564/hyundai-i10-1-1-51-kw",2022-10-24
"Fiat","Grande Punto","Blue","2699","146000km","5/2009","Manual","48 kW (65 hp)","1242cc","Petrol","5.9 l/100km","4x2","Germany","https://carvago.com/car/51252657/fiat-grande-punto-1-2-8v-active-48-kw",2022-10-24
"Tesla","Model Y","White","59449","14210km","2/2022","Automatic","254 kW (345 hp)","Noemissionclass","Electric","4x4",NA,"Germany","https://carvago.com/car/52321254/tesla-model-y-254-kw",2022-10-24
