"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Opel","Crossland X","Orange","15899","69000km","8/2017","Manual","88 kW (120 hp)","15600cc","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51680313/opel-crossland-x-diesel-innovation-88-kw",2022-10-25
"Volkswagen","T-Roc","White","35749","7866km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-10-25
"Toyota","Land Cruiser","Grey interior","34099","0km","7/2022","Manual","96 kW (131 hp)","4200cc","Diesel","10 l/100km","4x4","Belgium","https://carvago.com/car/52392857/toyota-land-cruiser-96-kw",2022-10-25
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-10-25
"Toyota","Corolla","White","11699","10km","9/2020","Manual","90 kW (122 hp)","3l/100km","Petrol","7.8 l/100km","4x2","Germany","https://carvago.com/car/52399262/toyota-corolla-90-kw",2022-10-25
"Dacia","Sandero","Blue","2599","135900km","10/2009","Manual","55 kW (75 hp)","1390cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/52370807/dacia-sandero-1-4-mpi-55-kw",2022-10-25
"Skoda","Octavia","Silver","13249","166000km","4/2019","Manual","85 kW (116 hp)","11598cc","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/52392560/skoda-octavia-tdi-green-tec-ambition-85-kw",2022-10-25
"Renault","Clio","Grey","15099","13884km","11/2019","Manual","66 kW (90 hp)","14641cc","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/52151266/renault-clio-dci-85-business-66-kw",2022-10-25
"Mercedes-Benz","E 350","Black","11899","163000km","1/2009","Automatic","200 kW (272 hp)","3498cc","Petrol","11 l/100km","4x4","Germany","https://carvago.com/car/50053155/mercedes-benz-e-350-t-4matic-200-kw",2022-10-25
"Audi","Q3","Black","27199","26003km","8/2018","Automatic","110 kW (150 hp)","1395cc","Petrol","5.9 l/100km","4x2","Germany","https://carvago.com/car/52419461/audi-q3-1-4-tfsi-s-110-kw",2022-10-25
