"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Opel","Combo","Grey","25799","4000km","1/2022","Automatic","96 kW (131 hp)","1190ccm","Petrol","5 l/100km","4x2","Czech Republic","https://carvago.com/car/52557378/opel-combo-life-xl-1-2-turbo-automatic-edition-96-kw",2022-11-03
"Dodge","Charger","Blue","16849","47000km","7/2016","Automatic","287 kW (390 hp)","5700ccm","Petrol","4x4",NA,"Germany","https://carvago.com/car/52455650/dodge-charger-287-kw",2022-11-03
"Volkswagen","T-Roc","White","35749","7866km","5/2022","Manual","110 kW (150 hp)","14980ccm","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-11-03
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534ccm","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-11-03
"Dacia","Duster","Red","20599","22399km","1/2022","Manual","85 kW (116 hp)","4161ccm","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/52502965/dacia-duster-dci-115-2wd-prestige-85-kw",2022-11-03
"Dodge","RAM","White","39749","2245km","1/2021","Automatic","295 kW (401 hp)","5654ccm","LPG","4x4",NA,"Poland","https://carvago.com/car/51496543/dodge-ram-295-kw",2022-11-03
"Peugeot","3008","Red","4999","146400km","1/2011","Manual","82 kW (111 hp)","1560ccm","Diesel","5.2 l/100km","4x2","Czech Republic","https://carvago.com/car/52072799/peugeot-3008-hdi-fap-110-82-kw",2022-11-03
"Skoda","Fabia","Blue","3349","162000km","7/2009","Manual","44 kW (60 hp)","1198ccm","Petrol","5.9 l/100km","4x2","Germany","https://carvago.com/car/52490427/skoda-fabia-1-2-htp-classic-44-kw",2022-11-03
"Dodge","RAM","Black","40849","34200km","2/2020","Automatic","295 kW (401 hp)","5700ccm","Petrol","4x4",NA,"Germany","https://carvago.com/car/48031646/dodge-ram-295-kw",2022-11-03
"Seat","Exeo","Black","5849","159000km","2/2012","Automatic","105 kW (143 hp)","1968ccm","Diesel","5.3 l/100km","4x2","Germany","https://carvago.com/car/52539217/seat-exeo-st-2-0-tdi-cr-105-kw",2022-11-03
"Dodge","RAM","Black","51249","16433km","6/2021","Automatic","296 kW (402 hp)","5654ccm","LPG","12.8 l/100km","4x4","Netherlands","https://carvago.com/car/52038662/dodge-ram-296-kw",2022-11-03
