"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Seat","Leon",NA,"3049","158500km","6/2009","Manual","92 kW (125 hp)","1390cc","Petrol","6.3 l/100km","4x2","Germany","https://carvago.com/car/52112470/seat-leon-style-92-kw",2022-10-23
"Opel","Crossland X","Orange","15899","69000km","8/2017","Manual","88 kW (120 hp)","15600cc","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51680313/opel-crossland-x-diesel-innovation-88-kw",2022-10-23
"Opel","Insignia CT","Black","10899","136000km","3/2016","Manual","125 kW (170 hp)","1956cc","Diesel","4.5 l/100km","4x2","Germany","https://carvago.com/car/52356186/opel-insignia-ct-2-0-cdti-125-kw",2022-10-23
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-10-23
"Dacia","Sandero","Blue","2599","135900km","10/2009","Manual","55 kW (75 hp)","1390cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/52370807/dacia-sandero-1-4-mpi-55-kw",2022-10-23
"Renault","Clio","Grey","15099","13884km","11/2019","Manual","66 kW (90 hp)","14641cc","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/52151266/renault-clio-dci-85-business-66-kw",2022-10-23
"Mercedes-Benz","E 350","Black","11899","163000km","1/2009","Automatic","200 kW (272 hp)","3498cc","Petrol","11 l/100km","4x4","Germany","https://carvago.com/car/50053155/mercedes-benz-e-350-t-4matic-200-kw",2022-10-23
"Peugeot","3008","Red","4999","146400km","1/2011","Manual","82 kW (111 hp)","1560cc","Diesel","5.2 l/100km","4x2","Czech Republic","https://carvago.com/car/52072799/peugeot-3008-hdi-fap-110-82-kw",2022-10-23
"Volkswagen","Arteon","Black","42599","7746km","2/2022","Automatic","140 kW (190 hp)","1984cc","Petrol","5.6 l/100km","4x2","Germany","https://carvago.com/car/51534521/volkswagen-arteon-2-0-tsi-dsg-elegance-140-kw",2022-10-23
"Audi","S3","Yellow","36199","14470km","3/2021","Automatic","228 kW (310 hp)","1984cc","Petrol","7.4 l/100km","4x4","Germany","https://carvago.com/car/49934907/audi-s3-2-0-tfsi-quattro-228-kw",2022-10-23
"Opel","Insignia","Black","8899","135000km","4/2009","Manual","221 kW (300 hp)","1998cc","Petrol","9.3 l/100km","4x4","Germany","https://carvago.com/car/52016743/opel-insignia-221-kw",2022-10-23
"Volkswagen","T-Roc","White","35749","7866km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-10-23
"Chevrolet","Matiz","Other interior color","3099","56157km","8/2009","Manual","38 kW (52 hp)","796cc","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/52073956/chevrolet-matiz-0-8-s-38-kw",2022-10-23
"Dodge","RAM","Black","40849","34200km","2/2020","Automatic","295 kW (401 hp)","5700cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/48031646/dodge-ram-295-kw",2022-10-23
"Opel","Astra","Grey","4699","134802km","3/2009","Manual","85 kW (116 hp)","1598cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/52001530/opel-astra-1-6-85-kw",2022-10-23
"Lancia","Thesis","Black","5399","160500km","2/2009","Automatic","136 kW (185 hp)","2387cc","Diesel","8.8 l/100km","4x2","Germany","https://carvago.com/car/52329560/lancia-thesis-2-4-multijet-dpf-136-kw",2022-10-23
"Audi","A5","Black","18649","130500km","1/2017","Automatic","140 kW (190 hp)","1968cc","Diesel","5 l/100km","4x4","Poland","https://carvago.com/car/52085489/audi-a5-s-2-0-tdi-quattro-tronic-140-kw",2022-10-23
"Volkswagen","Caddy","Blue","23699","53952km","6/2019","Automatic","110 kW (150 hp)","1968cc","Diesel","5.5 l/100km","4x4","Netherlands","https://carvago.com/car/50997396/volkswagen-caddy-2-0-tdi-4motion-dsg-110-kw",2022-10-23
"Skoda","Fabia","Green","4499","160000km","9/2009","Manual","63 kW (86 hp)","1390cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/51584024/skoda-fabia-1-4-16v-cool-edition-63-kw",2022-10-23
"Dodge","RAM","Blue","50199","7600km","3/2021","Automatic","295 kW (401 hp)","5654cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/51137762/dodge-ram-295-kw",2022-10-23
"Volkswagen","e-up!","Other interior color","10099","36890km","12/2018","Manual","60 kW (82 hp)","6l/100km","Petrol","7 l/100km","4x2","France","https://carvago.com/car/52288664/volkswagen-e-up-60-kw",2022-10-23
"Opel","Antara","Black","7099","123500km","6/2015","Manual","120 kW (163 hp)","2231cc","Diesel","6.3 l/100km","4x2","Germany","https://carvago.com/car/52201727/opel-antara-2-2-cdti-ecoflex-selection-120-kw",2022-10-23
"DS Automobiles","DS9","Black","50649","6861km","7/2021","Automatic","165 kW (224 hp)","1598cc","Hybrid","1.5 l/100km","4x2","Spain","https://carvago.com/car/51869673/ds-automobiles-ds9-1-6-e-tense-eat8-165-kw",2022-10-23
"Seat","Leon","Grey","6899","109084km","3/2011","Automatic","118 kW (160 hp)","1798cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/52147465/seat-leon-118-kw",2022-10-23
"Dodge","Charger","Black","43949","27800km","6/2020","Automatic","362 kW (492 hp)","6424cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51963765/dodge-charger-362-kw",2022-10-23
"Skoda","Octavia","White","4899","160719km","9/2010","Manual","77 kW (105 hp)","1197cc","Petrol","5.8 l/100km","4x2","Germany","https://carvago.com/car/52370357/skoda-octavia-1-2-tsi-classic-77-kw",2022-10-23
"BMW","120","Black","34499","18000km","5/2021","Automatic","140 kW (190 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50998226/bmw-120-140-kw",2022-10-23
"Dodge","Charger","Grey","41899","26800km","8/2019","Automatic","362 kW (492 hp)","6424cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/52248449/dodge-charger-362-kw",2022-10-23
"DFSK","Seres 3","Red","33599","4500km","4/2022","Manual","120 kW (163 hp)",NA,"Electric","18 kWh/100km","4x2","Germany","https://carvago.com/car/50746335/dfsk-seres-120-kw",2022-10-23
"Mercedes-Benz","E 63 AMG","Brown","52299","35000km","5/2015","Automatic","430 kW (585 hp)","5461cc","Petrol","10.5 l/100km","4x4","Germany","https://carvago.com/car/34668213/mercedes-benz-e-63-amg-e-t-s-4matic-mct-430-kw",2022-10-23
"Renault","Talisman","Grey","19299","51617km","5/2019","Automatic","147 kW (200 hp)","1997cc","Diesel","4.9 l/100km","4x2","Germany","https://carvago.com/car/52075048/renault-talisman-dci-200-edc-initiale-paris-147-kw",2022-10-23
"Audi","S6","Green","63299","16500km","1/2021","Automatic","253 kW (344 hp)","2967cc","Diesel","6 l/100km","4x4","Poland","https://carvago.com/car/52337757/audi-s6-253-kw",2022-10-23
"Skoda","Kodiaq","Grey","23399","90452km","1/2017","Automatic","140 kW (190 hp)","1968cc","Diesel","6 l/100km","4x4","Poland","https://carvago.com/car/51473171/skoda-kodiaq-2-0-tdi-4x4-dsg-140-kw",2022-10-23
"Dacia","Sandero","Grey","4799","138000km","6/2009","Manual","55 kW (75 hp)","1390cc","Petrol","6 l/100km","4x2","Germany","https://carvago.com/car/51437984/dacia-sandero-1-4-mpi-laureate-55-kw",2022-10-23
"Mitsubishi","Outlander","Grey","9799","123000km","1/2012","Manual","130 kW (177 hp)","2268cc","Diesel","6.3 l/100km","4x4","Germany","https://carvago.com/car/50386175/mitsubishi-outlander-2-2-4wd-motion-130-kw",2022-10-23
"Volkswagen","T-Cross","Yellow","18849","1598km","12/2020","Manual","70 kW (95 hp)","1598cc","Diesel","4.2 l/100km","4x4","Italy","https://carvago.com/car/52292298/volkswagen-t-cross-70-kw",2022-10-23
"Audi","A5","Red","49399","43844km","9/2020","Automatic","170 kW (231 hp)","2967cc","Diesel","5.3 l/100km","4x4","Germany","https://carvago.com/car/50512121/audi-a5-170-kw",2022-10-23
"Audi","Q3","Black","30149","32090km","7/2021","Automatic","110 kW (150 hp)","1968cc","Diesel","5.5 l/100km","4x4","Italy","https://carvago.com/car/52295505/audi-q3-35-tdi-quattro-110-kw",2022-10-23
"Audi","Q4","Grey","47749","903km","2/2022","Automatic","125 kW (170 hp)","Noemissionclass","Electric","4x2",NA,"France","https://carvago.com/car/49659807/audi-q4-35-55-kwh-125-kw",2022-10-23
"Peugeot","308","Grey","4899","175000km","4/2012","Manual","115 kW (156 hp)","1598cc","Petrol","7.1 l/100km","4x2","Germany","https://carvago.com/car/51527920/peugeot-308-sw-155-thp-allure-115-kw",2022-10-23
"Volkswagen","up!","White","6349","170113km","7/2017","Manual","50 kW (68 hp)","999cc","CNG","4 kg/100km","4x2","Czech Republic","https://carvago.com/car/51174142/volkswagen-up-eco-50-kw",2022-10-23
"MG","ZS","Black","31049","5500km","5/2022","Automatic","130 kW (177 hp)","2497cc","Electric","4x2",NA,"Germany","https://carvago.com/car/52304437/mg-zs-130-kw",2022-10-23
"Mercedes-Benz","A 220","Yellow","41049","3500km","2/2020","Automatic","140 kW (190 hp)","1950cc","Diesel","4.2 l/100km","4x2","Germany","https://carvago.com/car/49293939/mercedes-benz-a-220-d-progressive-140-kw",2022-10-23
"Opel","Mokka","Red","28899","5545km","2/2022","Automatic","96 kW (131 hp)","1199cc","Petrol","4.8 l/100km","4x2","Germany","https://carvago.com/car/52349171/opel-mokka-1-2-s-s-gs-line-96-kw",2022-10-23
"Audi","Q5","Black","51849","13091km","9/2021","Automatic","220 kW (299 hp)","1984cc","Other fuel type","1.5 l/100km","4x4","Italy","https://carvago.com/car/52180131/audi-q5-220-kw",2022-10-23
"BMW","220","Silver","25649","85700km","11/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x4","Germany","https://carvago.com/car/49347436/bmw-220-140-kw",2022-10-23
