"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Dodge","Charger","Blue","16849","47000km","7/2016","Automatic","287 kW (390 hp)","5700ccm","Petrol","4x4",NA,"Germany","https://carvago.com/car/52455650/dodge-charger-287-kw",2022-11-08
"Volkswagen","T-Roc","White","35749","7866km","5/2022","Manual","110 kW (150 hp)","14980ccm","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-11-08
"Volkswagen","Polo","Black","3899","137000km","4/2009","Manual","59 kW (80 hp)","1390ccm","Petrol","6.4 l/100km","4x2","Germany","https://carvago.com/car/52572394/volkswagen-polo-1-4-16v-59-kw",2022-11-08
"Toyota","Land Cruiser","Grey interior","34099","0km","8/2022","Manual","96 kW (131 hp)","4200ccm","Diesel","10 l/100km","4x4","Belgium","https://carvago.com/car/52392857/toyota-land-cruiser-96-kw",2022-11-08
"Chevrolet","Matiz","Black","2399","90000km","7/2009","Manual","38 kW (52 hp)","796ccm","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/52456325/chevrolet-matiz-0-8-s-38-kw",2022-11-08
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534ccm","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-11-08
"Dacia","Duster","Red","20599","22399km","1/2022","Manual","85 kW (116 hp)","4161ccm","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/52502965/dacia-duster-dci-115-2wd-prestige-85-kw",2022-11-08
"Ford","Kuga","Grey","33199","1500km","5/2022","Manual","110 kW (150 hp)","14496ccm","Petrol","6 l/100km","4x2","Czech Republic","https://carvago.com/car/52531140/ford-kuga-2x4-st-line-110-kw",2022-11-08
"MINI","Cooper Clubman","Grey","6899","168227km","8/2010","Manual","90 kW (122 hp)","1598ccm","Petrol","5.5 l/100km","4x2","Germany","https://carvago.com/car/51322401/mini-cooper-clubman-90-kw",2022-11-08
"Peugeot","3008","Red","4999","146400km","1/2011","Manual","82 kW (111 hp)","1560ccm","Diesel","5.2 l/100km","4x2","Czech Republic","https://carvago.com/car/52072799/peugeot-3008-hdi-fap-110-82-kw",2022-11-08
"Toyota","Land Cruiser","Brown interior","58449","20km","7/2022","Manual","200 kW (272 hp)","4000ccm","Petrol","14 l/100km","4x4","Germany","https://carvago.com/car/51771135/toyota-land-cruiser-4-0-v6-200-kw",2022-11-08
"Dodge","RAM","Black","40849","34200km","2/2020","Automatic","295 kW (401 hp)","5700ccm","Petrol","4x4",NA,"Germany","https://carvago.com/car/48031646/dodge-ram-295-kw",2022-11-08
"Opel","Antara","Black","7099","123500km","6/2015","Manual","120 kW (163 hp)","2231ccm","Diesel","6.3 l/100km","4x2","Germany","https://carvago.com/car/52201727/opel-antara-2-2-cdti-ecoflex-selection-120-kw",2022-11-08
"Peugeot","308","Blue","4499","86210km","1/2010","Manual","110 kW (150 hp)","1598ccm","Petrol","7.5 l/100km","4x2","Germany","https://carvago.com/car/51603850/peugeot-308-sw-150-thp-110-kw",2022-11-08
"Volkswagen","up!","Red","13399","6992km","7/2021","Automatic","48 kW (65 hp)","999ccm","Electric","4x2",NA,"France","https://carvago.com/car/52635531/volkswagen-up-48-kw",2022-11-08
"BMW","120","Black","34499","18000km","5/2021","Automatic","140 kW (190 hp)","1995ccm","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50998226/bmw-120-140-kw",2022-11-08
"DFSK","Seres 3","Red","33599","4500km","4/2022","Manual","120 kW (163 hp)",NA,"Electric","18 kWh/100km","4x2","Germany","https://carvago.com/car/50746335/dfsk-seres-120-kw",2022-11-08
"Dodge","RAM","Black","52349","50000km","1/2021","Automatic","296 kW (402 hp)","5654ccm","LPG","12.8 l/100km","4x4","Netherlands","https://carvago.com/car/51550906/dodge-ram-296-kw",2022-11-08
"Mercedes-Benz","E 63 AMG","Brown","52299","35000km","5/2015","Automatic","430 kW (585 hp)","5461ccm","Petrol","10.5 l/100km","4x4","Germany","https://carvago.com/car/34668213/mercedes-benz-e-63-amg-e-t-s-4matic-mct-430-kw",2022-11-08
"Opel","Insignia","Grey","4399","141974km","3/2010","Automatic","118 kW (160 hp)","1956ccm","Diesel","6.9 l/100km","4x2","Germany","https://carvago.com/car/52040986/opel-insignia-2-0-cdti-sports-tourer-automatic-cosmo-118-kw",2022-11-08
"Mitsubishi","Outlander","Brown","8899","168000km","9/2012","Automatic","115 kW (156 hp)","2179ccm","Diesel","7 l/100km","4x4","Germany","https://carvago.com/car/52186063/mitsubishi-outlander-2-2-di-d-4wd-35-jahre-115-kw",2022-11-08
"BMW","220","Silver","23049","79988km","11/2019","Automatic","140 kW (190 hp)","1995ccm","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/49463795/bmw-220-140-kw",2022-11-08
"Hyundai","ix20","White","4899","160000km","10/2011","Manual","66 kW (90 hp)","1396ccm","Petrol","6 l/100km","4x2","Germany","https://carvago.com/car/52625967/hyundai-ix20-1-4-classic-66-kw",2022-11-08
"Audi","A6","Grey","48949","32323km","1/2019","Automatic","210 kW (286 hp)","2967ccm","Diesel","5.8 l/100km","4x4","Germany","https://carvago.com/car/51402743/audi-a6-avant-50-tdi-quattro-210-kw",2022-11-08
"Audi","A5","White","37999","11000km","8/2020","Automatic","180 kW (245 hp)","1984ccm","Petrol","6.5 l/100km","4x4","Sweden","https://carvago.com/car/51647350/audi-a5-45-tfsi-quattro-180-kw",2022-11-08
"Volvo","V90","Blue","33449","12000km","3/2020","Automatic","140 kW (190 hp)","1969ccm","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/50131137/volvo-v90-d4-awd-momentum-140-kw",2022-11-08
"Land Rover","Range Rover Evoque","Grey","18999","125000km","10/2015","Manual","110 kW (150 hp)","4ccm","Diesel","5.7 l/100km","4x4","Belgium","https://carvago.com/car/52395656/land-rover-range-rover-evoque-coupe-td4-4wd-business-ed-110-kw",2022-11-08
"Peugeot","208","White","9499","33300km","7/2019","Manual","75 kW (102 hp)","1499ccm","Diesel","3.5 l/100km","4x2","Italy","https://carvago.com/car/51918654/peugeot-208-100-active-75-kw",2022-11-08
"Opel","Movano","White","16849","80548km","5/2019","Manual","96 kW (131 hp)","2298ccm","Diesel","4x2",NA,"Italy","https://carvago.com/car/51976371/opel-movano-96-kw",2022-11-08
"Volvo","XC70","Brown","19399","106800km","4/2016","Manual","158 kW (215 hp)","2400ccm","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/52539545/volvo-xc70-d4-awd-momentum-158-kw",2022-11-08
"BMW","220","Silver","25599","68900km","7/2019","Automatic","140 kW (190 hp)","1995ccm","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/47059758/bmw-220-140-kw",2022-11-08
"BMW","220","Silver","23099","79900km","9/2019","Automatic","140 kW (190 hp)","1995ccm","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/49500602/bmw-220-140-kw",2022-11-08
"Mercedes-Benz","GLC 400","Black","63699","37731km","7/2020","Automatic","243 kW (330 hp)","2925ccm","Diesel","6.5 l/100km","4x4","Germany","https://carvago.com/car/50975813/mercedes-benz-glc-400-d-4matic-243-kw",2022-11-08
