"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Seat","Leon",NA,"3049","158500km","6/2009","Manual","92 kW (125 hp)","1390cc","Petrol","6.3 l/100km","4x2","Germany","https://carvago.com/car/52112470/seat-leon-style-92-kw",2022-10-20
"Opel","Crossland X","Orange","15899","69000km","8/2017","Manual","88 kW (120 hp)","15600cc","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51680313/opel-crossland-x-diesel-innovation-88-kw",2022-10-20
"Volkswagen","T-Roc","White","35749","7866km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-10-20
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-10-20
"Renault","Clio","Grey","15099","13884km","11/2019","Manual","66 kW (90 hp)","14641cc","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/52151266/renault-clio-dci-85-business-66-kw",2022-10-20
"Dodge","RAM","White","39049","2245km","1/2021","Automatic","295 kW (401 hp)","5654cc","LPG","4x4",NA,"Poland","https://carvago.com/car/51496543/dodge-ram-295-kw",2022-10-20
"Mercedes-Benz","E 350","Black","11899","163000km","1/2009","Automatic","200 kW (272 hp)","3498cc","Petrol","11 l/100km","4x4","Germany","https://carvago.com/car/50053155/mercedes-benz-e-350-t-4matic-200-kw",2022-10-20
"Peugeot","3008","Red","4949","146400km","1/2011","Manual","82 kW (111 hp)","1560cc","Diesel","5.2 l/100km","4x2","Czech Republic","https://carvago.com/car/52072799/peugeot-3008-hdi-fap-110-82-kw",2022-10-20
"Fiat","Grande Punto","Blue","2699","146000km","5/2009","Manual","48 kW (65 hp)","1242cc","Petrol","5.9 l/100km","4x2","Germany","https://carvago.com/car/51252657/fiat-grande-punto-1-2-8v-active-48-kw",2022-10-20
"Audi","S3","Yellow","36199","14470km","3/2021","Automatic","228 kW (310 hp)","1984cc","Petrol","7.4 l/100km","4x4","Germany","https://carvago.com/car/49934907/audi-s3-2-0-tfsi-quattro-228-kw",2022-10-20
"Chevrolet","Matiz","Other interior color","3099","56157km","8/2009","Manual","38 kW (52 hp)","796cc","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/52073956/chevrolet-matiz-0-8-s-38-kw",2022-10-20
"Opel","Insignia","Black","8899","135000km","4/2009","Manual","221 kW (300 hp)","1998cc","Petrol","9.3 l/100km","4x4","Germany","https://carvago.com/car/52016743/opel-insignia-221-kw",2022-10-20
"Dodge","RAM","Black","40849","34200km","2/2020","Automatic","295 kW (401 hp)","5700cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/48031646/dodge-ram-295-kw",2022-10-20
"Opel","Astra","Grey","4699","134802km","3/2009","Manual","85 kW (116 hp)","1598cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/52001530/opel-astra-1-6-85-kw",2022-10-20
"Lancia","Thesis","Black","5399","160500km","2/2009","Automatic","136 kW (185 hp)","2387cc","Diesel","8.8 l/100km","4x2","Germany","https://carvago.com/car/52329560/lancia-thesis-2-4-multijet-dpf-136-kw",2022-10-20
"Ford","Fiesta","Silver","3849","120160km","3/2009","Manual","60 kW (82 hp)","1242cc","Petrol","5.7 l/100km","4x2","Germany","https://carvago.com/car/52071899/ford-fiesta-60-kw",2022-10-20
