"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Peugeot","308","Black","2999","136039km","7/2009","Automatic","104 kW (141 hp)","1598cc","Petrol","8.2 l/100km","4x2","Netherlands","https://carvago.com/car/51826481/peugeot-308-sw-xt-1-6-thp-104-kw",2022-09-13
"Opel","Mokka","White","29049","10800km","1/2021","Automatic","96 kW (131 hp)","1199cc","Petrol","5 l/100km","4x2","Poland","https://carvago.com/car/51809820/opel-mokka-1-2-s-s-ultimate-96-kw",2022-09-13
"Skoda","Kodiaq","Black","35799","86208km","2/2019","Automatic","140 kW (190 hp)","1984cc","Petrol","6.7 l/100km","4x4","Germany","https://carvago.com/car/51632869/skoda-kodiaq-2-0-tsi-act-4x4-dsg-style-140-kw",2022-09-13
"Opel","Crossland X","Orange","15899","69000km","8/2017","Manual","88 kW (120 hp)","15600cc","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51680313/opel-crossland-x-diesel-innovation-88-kw",2022-09-13
"Volkswagen","T-Roc","White","35749","5400km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-09-13
"Ford","Fusion","Black","5599","85000km","10/2009","Manual","59 kW (80 hp)","1388cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/50023756/ford-fusion-1-4-style-59-kw",2022-09-13
"Citroen","C3","Other interior color","10149","91665km","7/2017","Manual","75 kW (102 hp)","1600cc","Diesel","3 l/100km","4x2","France","https://carvago.com/car/51809938/citroen-c3-100-s-s-feel-75-kw",2022-09-13
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-09-13
"BMW","550","Yellow","19549","113500km","3/2012","Automatic","300 kW (408 hp)","4395cc","Petrol","11 l/100km","4x4","Germany","https://carvago.com/car/51822200/bmw-550-i-xdrive-automatic-300-kw",2022-09-13
"Dodge","RAM","Black","37049","14100km","1/2019","Automatic","295 kW (401 hp)","5654cc","Petrol","4x2",NA,"Poland","https://carvago.com/car/51053584/dodge-ram-quad-cab-295-kw",2022-09-13
