"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Opel","Crossland X","Orange","15899","69000km","8/2017","Manual","88 kW (120 hp)","15600cc","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51680313/opel-crossland-x-diesel-innovation-88-kw",2022-10-03
"Volkswagen","T-Roc","White","35749","5400km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-10-03
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-10-03
"Volkswagen","Caddy","White","17449","21568km","4/2021","Manual","81 kW (110 hp)","1395cc","CNG","7.2 kg/100km","4x2","Italy","https://carvago.com/car/51992730/volkswagen-caddy-1-4-tgi-maxi-81-kw",2022-10-03
"Toyota","Land Cruiser","Brown interior","56949","20km","3/2022","Manual","200 kW (272 hp)","4000cc","Petrol","14 l/100km","4x4","Germany","https://carvago.com/car/51771135/toyota-land-cruiser-4-0-v6-200-kw",2022-10-03
"Dodge","RAM","White","36999","56481km","1/2019","Automatic","295 kW (401 hp)","5654cc","LPG","4x4",NA,"Poland","https://carvago.com/car/46410112/dodge-ram-295-kw",2022-10-03
"Chevrolet","Spark","Green","3249","133000km","9/2011","Manual","50 kW (68 hp)","995cc","Petrol","5.1 l/100km","4x2","Germany","https://carvago.com/car/51069074/chevrolet-spark-1-0-ls-50-kw",2022-10-03
"Opel","Antara","Black","7899","123500km","6/2015","Manual","120 kW (163 hp)","2231cc","Diesel","6.3 l/100km","4x2","Germany","https://carvago.com/car/51577135/opel-antara-2-2-cdti-ecoflex-selection-120-kw",2022-10-03
"Kia","cee'd / Ceed","Silver","5549","162000km","1/2012","Manual","77 kW (105 hp)","1396cc","Petrol","6 l/100km","4x2","Poland","https://carvago.com/car/51870474/kia-cee-d-ceed-1-4-16v-77-kw",2022-10-03
"BMW","120","Black","34499","18000km","5/2021","Automatic","140 kW (190 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50998226/bmw-120-140-kw",2022-10-03
"Dodge","Charger","Grey","42549","1100km","12/2020","Automatic","280 kW (381 hp)","5700cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51968145/dodge-charger-280-kw",2022-10-03
"Cupra","Formentor","Red","35249","700km","6/2022","Automatic","228 kW (310 hp)","1984cc","Petrol","7.7 l/100km","4x4","Spain","https://carvago.com/car/52032754/cupra-formentor-2-0-tsi-dsg-4drive-vz-228-kw",2022-10-03
"Dodge","RAM","Black","52349","50000km","1/2021","Automatic","296 kW (402 hp)","5654cc","LPG","12.8 l/100km","4x4","Netherlands","https://carvago.com/car/51550906/dodge-ram-296-kw",2022-10-03
"Peugeot","iOn","Other interior color","11799","23756km","9/2017","Automatic","49 kW (67 hp)",NA,"Electric","17 kWh/100km","4x2","Netherlands","https://carvago.com/car/52001193/peugeot-ion-49-kw",2022-10-03
"Kia","cee'd / Ceed","Brown","7899","109139km","1/2013","Automatic","99 kW (135 hp)","1591cc","Petrol","6.4 l/100km","4x2","Germany","https://carvago.com/car/52006258/kia-cee-d-ceed-1-6-gdi-dct-sw-spirit-99-kw",2022-10-03
"Dodge","RAM","Grey","32099","73998km","12/2018","Automatic","295 kW (401 hp)","5654cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51970116/dodge-ram-quad-cab-295-kw",2022-10-03
"Volkswagen","Amarok","White","21399","94666km","5/2016","Manual","103 kW (140 hp)","1968cc","Diesel","7.2 l/100km","4x4","Germany","https://carvago.com/car/51609775/volkswagen-amarok-2-0-tdi-4motion-103-kw",2022-10-03
"Land Rover","Discovery Sport","Grey","23099","136000km","2/2017","Automatic","110 kW (150 hp)","5l/100km","Diesel","5 l/100km","4x4","Germany","https://carvago.com/car/51974516/land-rover-discovery-sport-td4-hse-110-kw",2022-10-03
"Land Rover","Discovery Sport","Black","26249","92650km","2/2019","Manual","132 kW (179 hp)","1999cc","Diesel","6.4 l/100km","4x4","Germany","https://carvago.com/car/51837315/land-rover-discovery-sport-td4-se-132-kw",2022-10-03
"Mercedes-Benz","E 450","Black","71199","21240km","2/2021","Automatic","270 kW (367 hp)","2999cc","Petrol","8.1 l/100km","4x4","Germany","https://carvago.com/car/49964977/mercedes-benz-e-450-t-4matic-270-kw",2022-10-03
"Dacia","Sandero","Blue","2899","124225km","3/2009","Manual","55 kW (75 hp)","1390cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/50033162/dacia-sandero-1-4-mpi-55-kw",2022-10-03
