"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Renault","Kadjar","Blue","23599","57259km","11/2019","Automatic","117 kW (159 hp)","1333cc","Petrol","5.6 l/100km","4x2","Germany","https://carvago.com/car/51429944/renault-kadjar-tce-160-edc-gpf-bose-edition-117-kw",2022-10-31
"Opel","Crossland X","Orange","15899","69000km","8/2017","Manual","88 kW (120 hp)","15600cc","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51680313/opel-crossland-x-diesel-innovation-88-kw",2022-10-31
"Dodge","Charger","Blue","16849","47000km","7/2016","Automatic","287 kW (390 hp)","5700cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/52455650/dodge-charger-287-kw",2022-10-31
"Volkswagen","T-Roc","White","35749","7866km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-10-31
"Audi","A6 Allroad","Blue","47949","29400km","3/2018","Automatic","235 kW (320 hp)","2967cc","Diesel","6.5 l/100km","4x4","Germany","https://carvago.com/car/52119327/audi-a6-allroad-3-0-tdi-dpf-quattro-235-kw",2022-10-31
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-10-31
"Hyundai","i30","Red","4949","87817km","7/2013","Manual","66 kW (90 hp)","1396cc","Diesel","4.3 l/100km","4x2","Austria","https://carvago.com/car/52493330/hyundai-i30-1-4-66-kw",2022-10-31
"Renault","Clio","Grey","15099","13884km","11/2019","Manual","66 kW (90 hp)","14641cc","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/52151266/renault-clio-dci-85-business-66-kw",2022-10-31
"Nissan","Pixo","Red","2399","149000km","7/2009","Manual","50 kW (68 hp)","996cc","Petrol","4.4 l/100km","4x2","Germany","https://carvago.com/car/52438882/nissan-pixo-1-0-visia-50-kw",2022-10-31
"Audi","S6","Black","15799","135000km","3/2011","Automatic","320 kW (435 hp)","5204cc","Petrol","13.4 l/100km","4x4","Germany","https://carvago.com/car/52482425/audi-s6-avant-5-2-fsi-quattro-320-kw",2022-10-31
"Peugeot","3008","Red","4999","146400km","1/2011","Manual","82 kW (111 hp)","1560cc","Diesel","5.2 l/100km","4x2","Czech Republic","https://carvago.com/car/52072799/peugeot-3008-hdi-fap-110-82-kw",2022-10-31
"Toyota","Land Cruiser","Brown interior","58449","20km","7/2022","Manual","200 kW (272 hp)","4000cc","Petrol","14 l/100km","4x4","Germany","https://carvago.com/car/51771135/toyota-land-cruiser-4-0-v6-200-kw",2022-10-31
"Chevrolet","Matiz","Other interior color","3099","56157km","8/2009","Manual","38 kW (52 hp)","796cc","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/52073956/chevrolet-matiz-0-8-s-38-kw",2022-10-31
"Peugeot","208","White","9499","33300km","7/2019","Manual","75 kW (102 hp)","1499cc","Diesel","3.5 l/100km","4x2","Italy","https://carvago.com/car/52395463/peugeot-208-100-active-75-kw",2022-10-31
"Dodge","RAM","Black","51249","16433km","6/2021","Automatic","296 kW (402 hp)","5654cc","LPG","12.8 l/100km","4x4","Netherlands","https://carvago.com/car/52038662/dodge-ram-296-kw",2022-10-31
"Seat","Leon","Grey","6899","109084km","3/2011","Automatic","118 kW (160 hp)","1798cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/52147465/seat-leon-118-kw",2022-10-31
"BMW","X2","Black","31399","49000km","11/2019","Automatic","110 kW (150 hp)","1999cc","Hybrid","12 l/100km","4x2","Italy","https://carvago.com/car/52311303/bmw-x2-110-kw",2022-10-31
"Nissan","Leaf","White","23999","9700km","9/2021","Automatic","90 kW (122 hp)",NA,"Electric","4x2",NA,"Italy","https://carvago.com/car/52492684/nissan-leaf-90-kw",2022-10-31
"BMW","120","Black","34499","18000km","5/2021","Automatic","140 kW (190 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50998226/bmw-120-140-kw",2022-10-31
"Seat","Leon",NA,"3049","158500km","6/2009","Manual","92 kW (125 hp)","1390cc","Petrol","6.3 l/100km","4x2","Germany","https://carvago.com/car/52112470/seat-leon-style-92-kw",2022-10-31
"Jaguar","F-Pace","White","26999","36700km","6/2019","Automatic","132 kW (179 hp)","1999cc","Diesel","6 l/100km","4x2","Sweden","https://carvago.com/car/52446384/jaguar-f-pace-pure-132-kw",2022-10-31
"Jeep","Grand Cherokee","Black","37149","34768km","1/2018","Automatic","259 kW (352 hp)","5654cc","Petrol","13 l/100km","4x4","Poland","https://carvago.com/car/51502428/jeep-grand-cherokee-5-7-v8-hemi-4wd-overland-259-kw",2022-10-31
"DFSK","Seres 3","Red","33599","4500km","4/2022","Manual","120 kW (163 hp)",NA,"Electric","18 kWh/100km","4x2","Germany","https://carvago.com/car/50746335/dfsk-seres-120-kw",2022-10-31
"Mercedes-Benz","E 63 AMG","Brown","52299","35000km","5/2015","Automatic","430 kW (585 hp)","5461cc","Petrol","10.5 l/100km","4x4","Germany","https://carvago.com/car/34668213/mercedes-benz-e-63-amg-e-t-s-4matic-mct-430-kw",2022-10-31
"Mercedes-Benz","A 220","Yellow","41049","3500km","2/2020","Automatic","140 kW (190 hp)","1950cc","Diesel","4.2 l/100km","4x2","Germany","https://carvago.com/car/49293939/mercedes-benz-a-220-d-progressive-140-kw",2022-10-31
"Toyota","Auris","White","13899","116253km","1/2019","Automatic","100 kW (136 hp)","1798cc","Hybrid","4 l/100km","4x2","Spain","https://carvago.com/car/52505782/toyota-auris-100-kw",2022-10-31
"BMW","220","Grey","22749","31900km","8/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.4 l/100km","4x2","Germany","https://carvago.com/car/52412955/bmw-220-140-kw",2022-10-31
"Volkswagen","Polo","Red","4899","144802km","11/2009","Manual","51 kW (69 hp)","1198cc","Petrol","5.5 l/100km","4x2","Germany","https://carvago.com/car/52381277/volkswagen-polo-1-2-comfortline-51-kw",2022-10-31
"DS Automobiles","DS7 Crossback","Black","47099","18301km","3/2021","Automatic","221 kW (300 hp)","1600cc","Electric","4x4",NA,"Spain","https://carvago.com/car/51161646/ds-automobiles-ds7-crossback-so-chic-221-kw",2022-10-31
"Ford","Focus","Black","4849","145000km","3/2009","Manual","85 kW (116 hp)","1596cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/52047713/ford-focus-1-6-black-magic-85-kw",2022-10-31
"BMW","530","Blue","41599","32000km","7/2020","Automatic","210 kW (286 hp)","2993cc","Diesel","4.9 l/100km","4x2","Germany","https://carvago.com/car/52302419/bmw-530-touring-210-kw",2022-10-31
"Dodge","RAM","Red","43949","39000km","3/2019","Automatic","295 kW (401 hp)","5654cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/49021193/dodge-ram-295-kw",2022-10-31
"Audi","Q4","Grey","47749","777km","2/2022","Automatic","125 kW (170 hp)","Noemissionclass","Electric","4x2",NA,"France","https://carvago.com/car/49659807/audi-q4-35-55-kwh-125-kw",2022-10-31
"Mercedes-Benz","E 220","White","40349","38020km","1/2020","Automatic","143 kW (194 hp)","1950cc","Diesel","5 l/100km","4x4","Poland","https://carvago.com/car/52166991/mercedes-benz-e-220-d-4matic-143-kw",2022-10-31
"Volvo","V90","Blue","33099","12000km","3/2020","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/50131137/volvo-v90-d4-awd-momentum-140-kw",2022-10-31
"BMW","330","Black","38899","35000km","4/2021","Automatic","215 kW (292 hp)","1998cc","Hybrid","1.8 l/100km","4x4","Germany","https://carvago.com/car/52383877/bmw-330-touring-215-kw",2022-10-31
"Renault","Megane","Grey","7849","171000km","2/2011","Automatic","103 kW (140 hp)","1998cc","Petrol","7.6 l/100km","4x2","Germany","https://carvago.com/car/52447976/renault-megane-2-0-140-cvt-103-kw",2022-10-31
