"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"BMW","320","Grey","28149","59999km","1/2020","Automatic","140 kW (190 hp)","1995cc","Diesel","4 l/100km","4x2","Italy","https://carvago.com/car/51149945/bmw-320-d-touring-140-kw",2022-08-26
"Renault","Talisman","Black","24199","36029km","2/2020","Automatic","118 kW (160 hp)","1997cc","Diesel","4.8 l/100km","4x2","France","https://carvago.com/car/48932056/renault-talisman-dci-160-edc-118-kw",2022-08-26
"Audi","RS3","Grey","53549","24800km","1/2020","Automatic","294 kW (400 hp)","2480cc","Petrol","8.5 l/100km","4x4","Germany","https://carvago.com/car/47498792/audi-rs3-294-kw",2022-08-26
"Toyota","Aygo X","White","10899","12422km","7/2018","Manual","53 kW (72 hp)","998cc","Petrol","4.1 l/100km","4x2","Germany","https://carvago.com/car/50202687/toyota-aygo-x-53-kw",2022-08-26
"Nissan","X-Trail","Black","26149","39000km","2/2019","Manual","130 kW (177 hp)","1995cc","Diesel","6 l/100km","4x4","Italy","https://carvago.com/car/51212954/nissan-x-trail-2-0-dci-4x4i-n-connecta-130-kw",2022-08-26
"Toyota","Hilux","White","27349","0km","1/2022","Manual","70 kW (95 hp)","2993cc","Diesel","8.7 l/100km","4x4","Belgium","https://carvago.com/car/44116878/toyota-hilux-70-kw",2022-08-26
"Dodge","Charger","Grey interior","57499","4000km","3/2021","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51134249/dodge-charger-362-kw",2022-08-26
"Volkswagen","T5 Transporter","Yellow","9899","94000km","11/2010","Manual","62 kW (84 hp)","1968cc","Diesel","7.2 l/100km","4x2","Germany","https://carvago.com/car/51352362/volkswagen-t5-transporter-mhd-62-kw",2022-08-26
"Renault","Master","White","13699","171291km","10/2017","Manual","125 kW (170 hp)","2298cc","Diesel","7 l/100km","4x2","Netherlands","https://carvago.com/car/51582171/renault-master-125-kw",2022-08-26
"Volkswagen","Tiguan Allspace",NA,"28949","52300km","1/2018","Automatic","177 kW (241 hp)","1968cc","Diesel","6.5 l/100km","4x4","Poland","https://carvago.com/car/51128983/volkswagen-tiguan-allspace-2-0-tdi-scr-4motion-dsg-highline-177-kw",2022-08-26
"Mercedes-Benz","C 300","Black","73199","18000km","8/2021","Automatic","195 kW (265 hp)","1993cc","Diesel","5.1 l/100km","4x2","Germany","https://carvago.com/car/47823292/mercedes-benz-c-300-195-kw",2022-08-26
"BMW","750","Grey","62499","73600km","2/2019","Automatic","294 kW (400 hp)","2993cc","Diesel","6.3 l/100km","4x4","Germany","https://carvago.com/car/50832263/bmw-750-d-xdrive-294-kw",2022-08-26
"Jeep","Compass","Other interior color","33549","17000km","6/2021","Automatic","140 kW (190 hp)","1332cc","Other fuel type","1 l/100km","4x4","Spain","https://carvago.com/car/49412955/jeep-compass-limited-140-kw",2022-08-26
"Suzuki","SX4 S-Cross","Silver","9899","103000km","8/2015","Automatic","88 kW (120 hp)","1586cc","Petrol","6 l/100km","4x2","Germany","https://carvago.com/car/51589788/suzuki-sx4-s-cross-1-6-vvt-cvt-88-kw",2022-08-26
"Opel","Astra","Silver","5399","115201km","6/2010","Automatic","85 kW (116 hp)","1598cc","Petrol","7.2 l/100km","4x2","Germany","https://carvago.com/car/44787718/opel-astra-1-6-85-kw",2022-08-26
"Dacia","Sandero","Blue","3899","86717km","5/2009","Manual","55 kW (75 hp)","1390cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/51582711/dacia-sandero-1-4-mpi-ambiance-55-kw",2022-08-26
"BMW","218","White","20399","83600km","1/2019","Manual","110 kW (150 hp)","1995cc","Diesel","4.3 l/100km","4x2","Germany","https://carvago.com/car/50704032/bmw-218-110-kw",2022-08-26
"Porsche","Cayenne","White","17949","107115km","3/2010","Automatic","250 kW (340 hp)","4511cc","Petrol","14.9 l/100km","4x4","Germany","https://carvago.com/car/50909131/porsche-cayenne-250-kw",2022-08-26
"BMW","120","White","21899","71220km","4/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/51589995/bmw-120-140-kw",2022-08-26
"Audi","Q2","Grey","35599","9552km","10/2020","Automatic","140 kW (190 hp)","1984cc","Petrol","6.4 l/100km","4x4","Germany","https://carvago.com/car/47755778/audi-q2-40-tfsi-s-quattro-tronic-140-kw",2022-08-26
"Dodge","RAM","Other interior color","40849","69000km","6/2019","Manual","295 kW (401 hp)",NA,"Petrol","4x2",NA,"Italy","https://carvago.com/car/51208240/dodge-ram-quad-cab-295-kw",2022-08-26
"Peugeot","308","Grey","11399","131579km","7/2019","Manual","96 kW (131 hp)","1499cc","Diesel","4 l/100km","4x2","France","https://carvago.com/car/49642000/peugeot-308-sw-blue-lease-96-kw",2022-08-26
"Toyota","Hilux","White","21499","119803km","4/2018","Manual","110 kW (150 hp)","2393cc","Diesel","7 l/100km","4x4","Germany","https://carvago.com/car/51579367/toyota-hilux-d-cab-2-4-4d-4wd-110-kw",2022-08-26
"Mercedes-Benz","A 150","Black","4499","123500km","7/2009","Manual","70 kW (95 hp)","1498cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50016177/mercedes-benz-a-150-70-kw",2022-08-26
"Audi","RS3","Black","39049","31000km","1/2016","Automatic","310 kW (421 hp)","2480cc","Petrol","8 l/100km","4x4","Poland","https://carvago.com/car/49954570/audi-rs3-310-kw",2022-08-26
"Dodge","RAM","Silver","63399","5639km","1/2020","Automatic","296 kW (402 hp)","5654cc","Petrol","12.8 l/100km","4x4","Netherlands","https://carvago.com/car/50481555/dodge-ram-laramie-296-kw",2022-08-26
"Mercedes-Benz","CLA 200 Shooting Brake","Silver","16949","174000km","8/2018","Automatic","100 kW (136 hp)","3l/100km","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51131276/mercedes-benz-cla-200-shooting-brake-d-100-kw",2022-08-26
"Cupra","Leon","Red","36299","11100km","1/2020","Automatic","221 kW (300 hp)","1984cc","Petrol","7.1 l/100km","4x4","Germany","https://carvago.com/car/50037767/cupra-leon-221-kw",2022-08-26
"BMW","X1","White","33849","30600km","3/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.8 l/100km","4x4","Germany","https://carvago.com/car/49973227/bmw-x1-20d-140-kw",2022-08-26
"Subaru","Forester","Green","30949","6900km","3/2022","Automatic","110 kW (150 hp)","1995cc","Hybrid","6.7 l/100km","4x4","Germany","https://carvago.com/car/51551228/subaru-forester-2-0i-110-kw",2022-08-26
"Mercedes-Benz","C 180","Beige","8399","139500km","6/2010","Automatic","115 kW (156 hp)","1796cc","Petrol","8.2 l/100km","4x2","Germany","https://carvago.com/car/51235705/mercedes-benz-c-180-t-cgi-115-kw",2022-08-26
"Renault","Clio","Grey","16099","5855km","11/2019","Manual","66 kW (90 hp)","14641cc","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/48486275/renault-clio-dci-85-business-66-kw",2022-08-26
"DS Automobiles","DS7 Crossback","White","41399","9851km","7/2021","Automatic","221 kW (300 hp)","1598cc","Hybrid","1.5 l/100km","4x4","Italy","https://carvago.com/car/51218563/ds-automobiles-ds7-crossback-221-kw",2022-08-26
"Peugeot","208","Other interior color","9649","98914km","11/2018","Manual","74 kW (101 hp)","1560cc","Diesel","3.5 l/100km","4x2","France","https://carvago.com/car/51333914/peugeot-208-74-kw",2022-08-26
"Volvo","V60","Silver","11399","137000km","4/2012","Automatic","169 kW (230 hp)","2400cc","Diesel","6.4 l/100km","4x4","Germany","https://carvago.com/car/51288913/volvo-v60-169-kw",2022-08-26
"Peugeot","208","White","10049","110669km","1/2019","Manual","75 kW (102 hp)","1499cc","Diesel","5 l/100km","4x2","France","https://carvago.com/car/49145965/peugeot-208-bluehdi-100-75-kw",2022-08-26
"Audi","A5","Blue","50449","22400km","5/2020","Automatic","120 kW (163 hp)","2999cc","Hybrid","5.5 l/100km","4x2","Italy","https://carvago.com/car/37600513/audi-a5-120-kw",2022-08-26
"Hyundai","i10","Black","3099","150000km","4/2009","Manual","49 kW (67 hp)","1086cc","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/50663198/hyundai-i10-1-1-49-kw",2022-08-26
"BMW","420","Other interior color","31699","43606km","2/2019","Automatic","142 kW (193 hp)","1995cc","Diesel","4 l/100km","4x2","France","https://carvago.com/car/50804517/bmw-420-142-kw",2022-08-26
"Fiat","Tipo","Other interior color","16849","3800km","7/2022","Automatic","88 kW (120 hp)","1598cc","Diesel","3.7 l/100km","4x2","Italy","https://carvago.com/car/51527204/fiat-tipo-kombi-1-6-dct-lounge-88-kw",2022-08-26
"Audi","A3","Black","37299","100km","4/2022","Automatic","150 kW (204 hp)","1395cc","Hybrid","1.4 l/100km","4x2","Germany","https://carvago.com/car/51489782/audi-a3-150-kw",2022-08-26
"Audi","Q3","Black","45649","15500km","2/2022","Automatic","180 kW (245 hp)","1395cc","Other fuel type","1.6 l/100km","4x2","Italy","https://carvago.com/car/51287870/audi-q3-180-kw",2022-08-26
"Volkswagen","Golf","Black","29799","27370km","1/2022","Automatic","110 kW (150 hp)","1968cc","Diesel","3.8 l/100km","4x2","Germany","https://carvago.com/car/51569993/volkswagen-golf-2-0-tdi-scr-dsg-110-kw",2022-08-26
"BMW","220","Grey","30499","35173km","8/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.8 l/100km","4x4","Germany","https://carvago.com/car/48636720/bmw-220-140-kw",2022-08-26
"MG","ZS","Black","30499","2500km","4/2022","Automatic","130 kW (177 hp)","2497cc","Electric","4x2",NA,"Germany","https://carvago.com/car/50582680/mg-zs-130-kw",2022-08-26
"Seat","Leon","White","5899","148500km","8/2009","Manual","118 kW (160 hp)","1798cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/51525470/seat-leon-118-kw",2022-08-26
"BMW","218","Silver","24999","4880km","4/2019","Manual","103 kW (140 hp)","1499cc","Petrol","5.8 l/100km","4x2","Germany","https://carvago.com/car/50568343/bmw-218-advantage-103-kw",2022-08-26
"Cadillac","XT4","Grey","39399","0km","8/2022","Automatic","169 kW (230 hp)","1995cc","Petrol","8.8 l/100km","4x4","Germany","https://carvago.com/car/51448418/cadillac-xt4-350t-awd-169-kw",2022-08-26
"BMW","220","Silver","22199","88599km","9/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/49504870/bmw-220-140-kw",2022-08-26
"Mercedes-Benz","C 400","Grey","52049","1450km","3/2021","Automatic","245 kW (333 hp)","2996cc","Petrol","7.9 l/100km","4x4","Germany","https://carvago.com/car/49558658/mercedes-benz-c-400-t-4matic-avantgarde-245-kw",2022-08-26
"Alfa Romeo","Giulietta","Red","22099","13643km","8/2018","Automatic","88 kW (120 hp)","1598cc","Diesel","3.8 l/100km","4x2","Netherlands","https://carvago.com/car/46422361/alfa-romeo-giulietta-1-6-16v-tct-super-88-kw",2022-08-26
"BMW","X1","Black","33549","36409km","1/2021","Automatic","110 kW (150 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50819016/bmw-x1-110-kw",2022-08-26
"Jeep","Renegade","Other interior color","26149","28415km","8/2021","Manual","96 kW (131 hp)","1598cc","Diesel","4.8 l/100km","4x2","Spain","https://carvago.com/car/51013474/jeep-renegade-96-kw",2022-08-26
"BMW","220","Grey","24649","47600km","11/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.4 l/100km","4x2","Germany","https://carvago.com/car/50808737/bmw-220-140-kw",2022-08-26
"Suzuki","Jimny","Black","21999","5000km","6/2021","Manual","75 kW (102 hp)","1462cc","Petrol","8 l/100km","4x4","Sweden","https://carvago.com/car/50355805/suzuki-jimny-75-kw",2022-08-26
"Nissan","Pixo","Black","3299","84004km","10/2010","Manual","50 kW (68 hp)","996cc","Petrol","4.4 l/100km","4x2","Germany","https://carvago.com/car/46968153/nissan-pixo-1-0-50-kw",2022-08-26
"Dodge","Charger","Grey","39799","58000km","8/2018","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51151030/dodge-charger-362-kw",2022-08-26
"BMW","218","Other interior color","34849","18000km","1/2021","Automatic","112 kW (152 hp)","1995cc","Diesel","5 l/100km","4x2","France","https://carvago.com/car/49434352/bmw-218-112-kw",2022-08-26
"MG","ZS","Red","30499","2500km","4/2022","Automatic","130 kW (177 hp)","2497cc","Electric","4x2",NA,"Germany","https://carvago.com/car/50558842/mg-zs-130-kw",2022-08-26
"Audi","Q3","Red","42549","8388km","12/2020","Automatic","169 kW (230 hp)","1984cc","Petrol","7 l/100km","4x4","Germany","https://carvago.com/car/51542928/audi-q3-45-tfsi-s-quattro-tronic-169-kw",2022-08-26
"Hyundai","i10","Blue","3299","132400km","9/2009","Manual","57 kW (77 hp)","1248cc","Petrol","5 l/100km","4x2","Germany","https://carvago.com/car/51251879/hyundai-i10-1-2-classic-57-kw",2022-08-26
"BMW","220","Silver","26199","56400km","6/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/47099039/bmw-220-140-kw",2022-08-26
"BMW","120","Grey","26049","15790km","10/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/51084085/bmw-120-140-kw",2022-08-26
"Nissan","Primastar","White","23199","8000km","3/2022","Manual","96 kW (131 hp)","1997cc","Diesel","8 l/100km","4x2","Netherlands","https://carvago.com/car/51548785/nissan-primastar-l1h1-96-kw",2022-08-26
"SsangYong","Korando","Green","12399","92400km","6/2017","Manual","110 kW (150 hp)","1998cc","Petrol","7.5 l/100km","4x2","Germany","https://carvago.com/car/50114878/ssangyong-korando-2-0-2wd-quartz-110-kw",2022-08-26
"Peugeot","208","Red","29649","5858km","10/2020","Automatic","100 kW (136 hp)","Euro6","Electric","4x2",NA,"France","https://carvago.com/car/48626609/peugeot-208-136-allure-100-kw",2022-08-26
"Jeep","Gladiator","Other interior color","53349","5500km","4/2021","Automatic","194 kW (264 hp)","2987cc","Diesel","7 l/100km","4x4","Italy","https://carvago.com/car/51487412/jeep-gladiator-3-0-v6-multijet-4wd-194-kw",2022-08-26
"Skoda","Kodiaq","Grey","23549","90452km","1/2017","Automatic","140 kW (190 hp)","1968cc","Diesel","6 l/100km","4x4","Poland","https://carvago.com/car/51473171/skoda-kodiaq-2-0-tdi-4x4-dsg-140-kw",2022-08-26
"BMW","320","Black","40749","22350km","2/2022","Automatic","140 kW (190 hp)","1995cc","Diesel","5 l/100km","4x4","Germany","https://carvago.com/car/51595071/bmw-320-d-touring-xdrive-advantage-140-kw",2022-08-26
"Abarth","595","Blue","23199","23452km","4/2021","Manual","121 kW (165 hp)","1368cc","Petrol","7 l/100km","4x2","Italy","https://carvago.com/car/47564661/abarth-595-121-kw",2022-08-26
"Mercedes-Benz","C 300","Silver","37249","25700km","3/2019","Automatic","190 kW (258 hp)","1991cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/49578488/mercedes-benz-c-300-t-190-kw",2022-08-26
"BMW","i3","Other interior color","34949","6000km","7/2022","Automatic","127 kW (173 hp)","Noemissionclass","Electric","4x2",NA,"France","https://carvago.com/car/51388341/bmw-i3-120-ah-127-kw",2022-08-26
"Cadillac","XT4","Black","42449","1000km","1/2022","Automatic","128 kW (174 hp)","1995cc","Diesel","6.4 l/100km","4x2","Germany","https://carvago.com/car/44228143/cadillac-xt4-350d-128-kw",2022-08-26
"BMW","220","Blue","28799","39900km","4/2020","Automatic","140 kW (190 hp)","1995cc","Diesel","5 l/100km","4x2","Germany","https://carvago.com/car/51491425/bmw-220-140-kw",2022-08-26
