"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Dacia","Sandero","Blue","2899","124225km","3/2009","Manual","55 kW (75 hp)","1390cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/50033162/dacia-sandero-1-4-mpi-55-kw",2022-09-09
"Skoda","Fabia","Grey","3599","116818km","8/2009","Manual","44 kW (60 hp)","1198cc","Petrol","5.9 l/100km","4x2","Germany","https://carvago.com/car/50282652/skoda-fabia-1-2-htp-44-kw",2022-09-09
"Dacia","Sandero","Red","3699","94000km","12/2009","Manual","55 kW (75 hp)","1390cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/50473963/dacia-sandero-1-4-mpi-55-kw",2022-09-09
"Skoda","Yeti","Black","6799","137645km","2/2012","Manual","90 kW (122 hp)","1390cc","Petrol","6.8 l/100km","4x2","Germany","https://carvago.com/car/51405203/skoda-yeti-1-4-tsi-ambition-90-kw",2022-09-09
"Dodge","RAM","Black","58399","400km","5/2021","Automatic","295 kW (401 hp)","5700cc","Petrol","14.2 l/100km","4x4","Germany","https://carvago.com/car/49563338/dodge-ram-295-kw",2022-09-09
"Toyota","Aygo X","White","10699","40854km","7/2019","Manual","53 kW (72 hp)","998cc","Petrol","4.1 l/100km","4x2","Germany","https://carvago.com/car/51608166/toyota-aygo-x-53-kw",2022-09-09
"Peugeot","208","Black","11899","31543km","2/2019","Manual","50 kW (68 hp)","1199cc","Petrol","4.6 l/100km","4x2","France","https://carvago.com/car/51710270/peugeot-208-68-50-kw",2022-09-09
"Dodge","RAM","Black","40849","34200km","2/2020","Automatic","295 kW (401 hp)","5700cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/48031646/dodge-ram-295-kw",2022-09-09
"Ford","Mondeo","Silver","4849","159000km","7/2009","Manual","81 kW (110 hp)","1596cc","Petrol","7.2 l/100km","4x2","Germany","https://carvago.com/car/51523033/ford-mondeo-1-6-ti-vct-81-kw",2022-09-09
"BMW","120","Black","34499","18000km","5/2021","Automatic","140 kW (190 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50998226/bmw-120-140-kw",2022-09-09
"Chevrolet","Spark","Black","2999","111165km","4/2010","Manual","60 kW (82 hp)","1206cc","Petrol","5.1 l/100km","4x2","Germany","https://carvago.com/car/50348330/chevrolet-spark-1-2-60-kw",2022-09-09
"Volkswagen","Caddy","Brown","15799","97109km","3/2017","Manual","75 kW (102 hp)","1968cc","Diesel","5 l/100km","4x2","France","https://carvago.com/car/50485026/volkswagen-caddy-2-0-tdi-75-kw",2022-09-09
"Dodge","Charger","Red","43849","36000km","6/2020","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51171342/dodge-charger-362-kw",2022-09-09
"Dodge","Charger","Red","43949","36000km","5/2020","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51158810/dodge-charger-362-kw",2022-09-09
"Toyota","Hilux","White","20449","24570km","4/2016","Manual","106 kW (144 hp)","2494cc","Diesel","7.3 l/100km","4x4","Germany","https://carvago.com/car/51584386/toyota-hilux-d-cab-2-5-4d-f-4wd-106-kw",2022-09-09
"Fiat","Talento","White","17749","70000km","12/2019","Manual","92 kW (125 hp)","1598cc","Diesel","6 l/100km","4x2","Germany","https://carvago.com/car/49874380/fiat-talento-l2h1-sx-92-kw",2022-09-09
"Audi","A3","Black","26349","11860km","1/2020","Automatic","140 kW (190 hp)","1984cc","Petrol","6 l/100km","4x2","Poland","https://carvago.com/car/51160015/audi-a3-2-0-tfsi-140-kw",2022-09-09
"BMW","118","Other interior color","24349","24500km","8/2020","Automatic","112 kW (152 hp)","1995cc","Diesel","4 l/100km","4x2","France","https://carvago.com/car/49027638/bmw-118-d-112-kw",2022-09-09
"Alfa Romeo","Giulia","Silver","27449","13600km","1/2019","Automatic","206 kW (280 hp)","1995cc","Petrol","7 l/100km","4x4","Poland","https://carvago.com/car/51742175/alfa-romeo-giulia-2-0-turbo-16v-veloce-ti-206-kw",2022-09-09
"Dacia","Sandero","White","3599","41000km","7/2010","Manual","55 kW (75 hp)","1390cc","Petrol","7 l/100km","4x2","Germany","https://carvago.com/car/51201425/dacia-sandero-1-4-mpi-55-kw",2022-09-09
"Dodge","RAM","Blue","50199","7600km","3/2021","Automatic","295 kW (401 hp)","5654cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/51137762/dodge-ram-295-kw",2022-09-09
"Audi","Q2","Red","24249","12800km","3/2021","Manual","110 kW (150 hp)","1968cc","Diesel","4.5 l/100km","4x2","Italy","https://carvago.com/car/51635059/audi-q2-35-tdi-sport-110-kw",2022-09-09
"Volkswagen","Tiguan","Black","27349","66309km","4/2018","Manual","92 kW (125 hp)","13950cc","Petrol","5 l/100km","4x2","Belgium","https://carvago.com/car/50894321/volkswagen-tiguan-tsi-92-kw",2022-09-09
"Audi","Q5","White","43749","34000km","1/2021","Automatic","150 kW (204 hp)","1968cc","Diesel","6 l/100km","4x4","Poland","https://carvago.com/car/51644273/audi-q5-40-tdi-quattro-s-tronic-s-line-150-kw",2022-09-09
"Volkswagen","Amarok","Grey","21499","133500km","9/2012","Automatic","132 kW (179 hp)","1968cc","Diesel","8 l/100km","4x4","Germany","https://carvago.com/car/50042622/volkswagen-amarok-2-0-bitdi-4motion-automatic-bluemotion-technology-132-kw",2022-09-09
"Chevrolet","Matiz","White","3099","113165km","9/2009","Manual","38 kW (52 hp)","796cc","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/50430342/chevrolet-matiz-0-8-s-38-kw",2022-09-09
"Skoda","Yeti","White","9399","151082km","10/2013","Manual","103 kW (140 hp)","1968cc","Diesel","6 l/100km","4x4","Germany","https://carvago.com/car/51590027/skoda-yeti-2-0-tdi-103-kw",2022-09-09
"Suzuki","Vitara","Grey","13999","77780km","11/2017","Automatic","103 kW (140 hp)","1373cc","Petrol","5.2 l/100km","4x4","Germany","https://carvago.com/car/51457885/suzuki-vitara-103-kw",2022-09-09
"BMW","220","Blue","28899","10400km","3/2020","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/51678048/bmw-220-140-kw",2022-09-09
"Mercedes-Benz","C 300","Red","39449","7833km","7/2020","Automatic","190 kW (258 hp)","1991cc","Hybrid","6.2 l/100km","4x2","Germany","https://carvago.com/car/51655761/mercedes-benz-c-300-190-kw",2022-09-09
"Dodge","Charger","Purple","57499","4000km","3/2021","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51140892/dodge-charger-362-kw",2022-09-09
"Chevrolet","Spark","Green","3249","133000km","9/2011","Manual","50 kW (68 hp)","995cc","Petrol","5.1 l/100km","4x2","Germany","https://carvago.com/car/51069074/chevrolet-spark-1-0-ls-50-kw",2022-09-09
"Kia","cee'd / Ceed","Blue","3699","154000km","2/2009","Manual","93 kW (126 hp)","1598cc","Petrol","5 l/100km","4x2","Germany","https://carvago.com/car/51741813/kia-cee-d-ceed-1-6-sw-93-kw",2022-09-09
"Peugeot","208","Red","13299","74142km","11/2020","Manual","74 kW (101 hp)","1499cc","Diesel","3.5 l/100km","4x2","France","https://carvago.com/car/50650754/peugeot-208-100-active-74-kw",2022-09-09
"Dodge","RAM","Grey","44999","21000km","3/2020","Automatic","295 kW (401 hp)","5654cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/51060781/dodge-ram-295-kw",2022-09-09
"Skoda","Yeti","Grey","6849","160000km","7/2009","Manual","118 kW (160 hp)","1798cc","Petrol","8 l/100km","4x4","Germany","https://carvago.com/car/51765966/skoda-yeti-1-8-tsi-118-kw",2022-09-09
"Dodge","Charger","Grey interior","57499","4000km","3/2021","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51134249/dodge-charger-362-kw",2022-09-09
"Hyundai","i20","Black","4499","162273km","8/2013","Manual","63 kW (86 hp)","1248cc","Petrol","4.9 l/100km","4x2","Germany","https://carvago.com/car/51192261/hyundai-i20-1-2-63-kw",2022-09-09
"Renault","Master","White","13699","171291km","10/2017","Manual","125 kW (170 hp)","2298cc","Diesel","7 l/100km","4x2","Netherlands","https://carvago.com/car/51582171/renault-master-125-kw",2022-09-09
"Porsche","Macan","Grey","61799","3680km","1/2022","Automatic","195 kW (265 hp)","1984cc","Petrol","8 l/100km","4x4","Poland","https://carvago.com/car/51709282/porsche-macan-195-kw",2022-09-09
"Mercedes-Benz","C 300","Black","73199","18000km","8/2021","Automatic","195 kW (265 hp)","1993cc","Diesel","5.1 l/100km","4x2","Germany","https://carvago.com/car/47823292/mercedes-benz-c-300-195-kw",2022-09-09
"Audi","Q5","Grey","48149","8976km","7/2021","Automatic","195 kW (265 hp)","1984cc","Petrol","2 l/100km","4x4","Germany","https://carvago.com/car/50671005/audi-q5-45-tfsi-s-quattro-tronic-195-kw",2022-09-09
"Land Rover","Range Rover Evoque","White","31249","25000km","7/2020","Automatic","110 kW (150 hp)","1999cc","Diesel","6 l/100km","4x4","Italy","https://carvago.com/car/51781323/land-rover-range-rover-evoque-2-0-td4-150-4wd-se-dyn-110-kw",2022-09-09
"Suzuki","SX4 S-Cross","Silver","9899","103000km","8/2015","Automatic","88 kW (120 hp)","1586cc","Petrol","6 l/100km","4x2","Germany","https://carvago.com/car/51589788/suzuki-sx4-s-cross-1-6-vvt-cvt-88-kw",2022-09-09
"BMW","218","White","20399","83600km","1/2019","Manual","110 kW (150 hp)","1995cc","Diesel","4.3 l/100km","4x2","Germany","https://carvago.com/car/50704032/bmw-218-110-kw",2022-09-09
"Isuzu","D-Max","Silver","36599","1000km","1/2022","Automatic","120 kW (163 hp)","1898cc","Diesel","8 l/100km","4x4","Poland","https://carvago.com/car/50244750/isuzu-d-max-4x4-double-cab-120-kw",2022-09-09
"Dodge","RAM","Other interior color","40849","69000km","6/2019","Manual","295 kW (401 hp)",NA,"Petrol","4x2",NA,"Italy","https://carvago.com/car/51208240/dodge-ram-quad-cab-295-kw",2022-09-09
"Skoda","Fabia","Blue","3599","156000km","12/2009","Manual","63 kW (86 hp)","1390cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/51483904/skoda-fabia-1-4-16v-63-kw",2022-09-09
"Mercedes-Benz","A 150","Black","4499","123500km","7/2009","Manual","70 kW (95 hp)","1498cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50016177/mercedes-benz-a-150-70-kw",2022-09-09
"Hyundai","i10","Silver","5299","93000km","3/2012","Manual","51 kW (69 hp)","5.8l/100km(city)","Petrol","4.7 l/100km","4x2","Germany","https://carvago.com/car/51767381/hyundai-i10-51-kw",2022-09-09
"Mercedes-Benz","GLB 200","Blue","46349","29298km","6/2021","Automatic","120 kW (163 hp)","2000cc","Petrol","6 l/100km","4x2","Spain","https://carvago.com/car/51739272/mercedes-benz-glb-200-120-kw",2022-09-09
"Audi","A5","Black","35249","14560km","7/2020","Automatic","180 kW (245 hp)","1984cc","Petrol","6.5 l/100km","4x4","Sweden","https://carvago.com/car/51378951/audi-a5-coupe-45-tfsi-quattro-180-kw",2022-09-09
"Mercedes-Benz","CLA 200 Shooting Brake","Silver","16949","174000km","8/2018","Automatic","100 kW (136 hp)","3l/100km","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51131276/mercedes-benz-cla-200-shooting-brake-d-100-kw",2022-09-09
"Dodge","Charger","Red","39299","48000km","5/2018","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51158578/dodge-charger-362-kw",2022-09-09
"Peugeot","Expert","Grey","12049","108024km","1/2016","Manual","94 kW (128 hp)","1997cc","Diesel","7 l/100km","4x2","Netherlands","https://carvago.com/car/51130570/peugeot-expert-94-kw",2022-09-09
"Subaru","Forester","Green","31499","6900km","3/2022","Automatic","110 kW (150 hp)","1995cc","Hybrid","6.7 l/100km","4x4","Germany","https://carvago.com/car/51779028/subaru-forester-2-0i-110-kw",2022-09-09
"Renault","Clio","Grey","15599","13884km","11/2019","Manual","66 kW (90 hp)","14641cc","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/48302236/renault-clio-dci-85-business-66-kw",2022-09-09
"BMW","X1","White","33849","30600km","3/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.8 l/100km","4x4","Germany","https://carvago.com/car/49973227/bmw-x1-20d-140-kw",2022-09-09
"Toyota","Aygo X","White","14199","3670km","1/2022","Manual","53 kW (72 hp)","998cc","Petrol","4 l/100km","4x2","Austria","https://carvago.com/car/50310651/toyota-aygo-x-1-0-53-kw",2022-09-09
"Ford","Kuga","White","8349","117650km","9/2009","Manual","100 kW (136 hp)","1997cc","Diesel","6.4 l/100km","4x4","Germany","https://carvago.com/car/51200652/ford-kuga-2-0-4x4-trend-100-kw",2022-09-09
"Mitsubishi","Eclipse","White","21599","14300km","3/2019","Automatic","109 kW (148 hp)","2268cc","Diesel","7 l/100km","4x4","Germany","https://carvago.com/car/51715325/mitsubishi-eclipse-109-kw",2022-09-09
"BMW","220","Silver","25149","69988km","9/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/48348294/bmw-220-140-kw",2022-09-09
"Audi","A5","White","46799","29900km","11/2020","Automatic","210 kW (286 hp)","2967cc","Diesel","5.9 l/100km","4x4","Germany","https://carvago.com/car/51592918/audi-a5-210-kw",2022-09-09
"Audi","RS3","Black","39399","31000km","1/2016","Automatic","310 kW (421 hp)","2480cc","Petrol","8 l/100km","4x4","Poland","https://carvago.com/car/49954570/audi-rs3-310-kw",2022-09-09
"MG","ZS","Black","30499","2500km","4/2022","Automatic","130 kW (177 hp)","2497cc","Electric","4x2",NA,"Germany","https://carvago.com/car/50582680/mg-zs-130-kw",2022-09-09
"Toyota","Land Cruiser","Grey","47549","250km","3/2022","Manual","150 kW (204 hp)","2755cc","Diesel","7 l/100km","4x2","France","https://carvago.com/car/50915339/toyota-land-cruiser-150-kw",2022-09-09
"BMW","220","Silver","22199","88599km","9/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/49504870/bmw-220-140-kw",2022-09-09
"BMW","220","Blue","28399","39900km","4/2020","Automatic","140 kW (190 hp)","1995cc","Diesel","5 l/100km","4x2","Germany","https://carvago.com/car/51491425/bmw-220-140-kw",2022-09-09
"Cadillac","XT4","Grey","39399","0km","8/2022","Automatic","169 kW (230 hp)","1995cc","Petrol","8.8 l/100km","4x4","Germany","https://carvago.com/car/51676238/cadillac-xt4-350t-awd-169-kw",2022-09-09
"BMW","220","Silver","23049","79988km","11/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/49463795/bmw-220-140-kw",2022-09-09
"BMW","740","Grey","73099","49139km","3/2019","Automatic","235 kW (320 hp)","2993cc","Diesel","5.3 l/100km","4x4","Germany","https://carvago.com/car/48725451/bmw-740-d-xdrive-235-kw",2022-09-09
"Volvo","V90","Brown","31299","54560km","9/2020","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x2","Sweden","https://carvago.com/car/49397123/volvo-v90-d4-momentum-140-kw",2022-09-09
"BMW","220","Grey","24649","47600km","11/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.4 l/100km","4x2","Germany","https://carvago.com/car/50808737/bmw-220-140-kw",2022-09-09
"Volvo","V90","Blue","29499","27980km","11/2020","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x2","Sweden","https://carvago.com/car/51776837/volvo-v90-d4-momentum-140-kw",2022-09-09
"BMW","X1","Black","33549","36409km","1/2021","Automatic","110 kW (150 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50819016/bmw-x1-110-kw",2022-09-09
"Jeep","Renegade","Other interior color","26149","28415km","8/2021","Manual","96 kW (131 hp)","1598cc","Diesel","4.8 l/100km","4x2","Spain","https://carvago.com/car/51013474/jeep-renegade-96-kw",2022-09-09
"Skoda","Kodiaq","Grey","24099","37000km","2/2021","Automatic","110 kW (150 hp)","1968cc","Diesel","6 l/100km","4x4","Germany","https://carvago.com/car/51793185/skoda-kodiaq-2-0-tdi-4x4-dsg-110-kw",2022-09-09
"MG","ZS","Red","30499","2500km","4/2022","Automatic","130 kW (177 hp)","2497cc","Electric","4x2",NA,"Germany","https://carvago.com/car/50558842/mg-zs-130-kw",2022-09-09
"Dodge","Charger","Grey","39799","58000km","8/2018","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51151030/dodge-charger-362-kw",2022-09-09
"BMW","X2","White","32099","5499km","6/2021","Automatic","110 kW (150 hp)","1995cc","Diesel","4.4 l/100km","4x2","Germany","https://carvago.com/car/51488926/bmw-x2-110-kw",2022-09-09
"BMW","540","Silver","56549","47860km","9/2020","Automatic","250 kW (340 hp)","2993cc","Diesel","5 l/100km","4x4","Germany","https://carvago.com/car/51651711/bmw-540-luxury-line-250-kw",2022-09-09
"Mercedes-Benz","A 250","Black","36199","5863km","1/2022","Manual","118 kW (160 hp)","1332cc","Hybrid","7 l/100km","4x2","Germany","https://carvago.com/car/51190797/mercedes-benz-a-250-e-118-kw",2022-09-09
"Jaguar","I-Pace","Other interior color","57949","7000km","10/2021","Automatic","294 kW (400 hp)","Noemissionclass","Electric","4x4",NA,"France","https://carvago.com/car/51750524/jaguar-i-pace-awd-se-294-kw",2022-09-09
"BMW","220","White","27299","44500km","1/2020","Automatic","141 kW (192 hp)","1998cc","Petrol","5.7 l/100km","4x2","Germany","https://carvago.com/car/51723498/bmw-220-advantage-141-kw",2022-09-09
"Abarth","595","Blue","23199","23452km","4/2021","Manual","121 kW (165 hp)","1368cc","Petrol","7 l/100km","4x2","Italy","https://carvago.com/car/47564661/abarth-595-121-kw",2022-09-09
"Audi","A4","Silver","48699","7554km","1/2021","Automatic","150 kW (204 hp)","1968cc","Diesel","4 l/100km","4x2","Poland","https://carvago.com/car/49010352/audi-a4-150-kw",2022-09-09
"Peugeot","208","Red","29649","5858km","10/2020","Automatic","100 kW (136 hp)","Euro6","Electric","4x2",NA,"France","https://carvago.com/car/48626609/peugeot-208-136-allure-100-kw",2022-09-09
"Cupra","Leon","Red","30299","26600km","3/2020","Automatic","221 kW (300 hp)","1984cc","Petrol","7.1 l/100km","4x4","Germany","https://carvago.com/car/51619623/cupra-leon-221-kw",2022-09-09
"Audi","Q5","Blue","34099","26030km","12/2019","Automatic","140 kW (190 hp)","1968cc","Diesel","6 l/100km","4x4","Sweden","https://carvago.com/car/51467093/audi-q5-40-tdi-quattro-s-tronic-sport-140-kw",2022-09-09
"Renault","Master","White","14749","152386km","10/2017","Manual","125 kW (170 hp)","2298cc","Diesel","7 l/100km","4x2","Netherlands","https://carvago.com/car/51539922/renault-master-125-kw",2022-09-09
"BMW","740","Grey","60599","86060km","1/2019","Automatic","235 kW (320 hp)","2993cc","Diesel","6 l/100km","4x4","Germany","https://carvago.com/car/51397965/bmw-740-d-xdrive-235-kw",2022-09-09
"BMW","420","Grey","33099","38600km","10/2020","Automatic","135 kW (184 hp)","1998cc","Petrol","6.1 l/100km","4x2","Germany","https://carvago.com/car/50175431/bmw-420-sport-line-135-kw",2022-09-09
"Volvo","V60","Black","27599","30400km","6/2020","Manual","140 kW (190 hp)","1969cc","Diesel","6 l/100km","4x2","Sweden","https://carvago.com/car/50970116/volvo-v60-d4-momentum-140-kw",2022-09-09
"Hyundai","i30","Red","24649","2500km","3/2022","Manual","117 kW (159 hp)","1482cc","Petrol","5.4 l/100km","4x2","Germany","https://carvago.com/car/48952060/hyundai-i30-117-kw",2022-09-09
"Nissan","Navara","White","26299","74545km","7/2016","Manual","140 kW (190 hp)","2298cc","Diesel","6 l/100km","4x4","Germany","https://carvago.com/car/50168357/nissan-navara-dc-4x4-eu6-s-s-140-kw",2022-09-09
"Mercedes-Benz","E 350","Black","52699","86000km","2/2020","Automatic","210 kW (286 hp)","2925cc","Diesel","5 l/100km","4x2","Germany","https://carvago.com/car/50333901/mercedes-benz-e-350-d-t-210-kw",2022-09-09
"Peugeot","208","Other interior color","10149","72329km","1/2019","Manual","74 kW (101 hp)","1560cc","Diesel","5 l/100km","4x2","France","https://carvago.com/car/50866850/peugeot-208-74-kw",2022-09-09
"Audi","A3","Black","29949","26500km","3/2021","Automatic","110 kW (150 hp)","1968cc","Diesel","5 l/100km","4x2","Germany","https://carvago.com/car/51752303/audi-a3-35-tdi-110-kw",2022-09-09
"Mercedes-Benz","C 300","White","42449","17068km","2/2021","Automatic","180 kW (245 hp)","1950cc","Diesel","5.3 l/100km","4x4","Germany","https://carvago.com/car/50980909/mercedes-benz-c-300-d-t-4matic-avantgarde-180-kw",2022-09-09
"Cadillac","XT4","Silver","39399","11km","5/2022","Automatic","169 kW (230 hp)","1995cc","Petrol","9.6 l/100km","4x4","Germany","https://carvago.com/car/51749975/cadillac-xt4-350t-awd-169-kw",2022-09-09
"BMW","220","Silver","23199","79900km","9/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/49500602/bmw-220-140-kw",2022-09-09
"BMW","118","White","30699","5840km","1/2022","Automatic","110 kW (150 hp)","1995cc","Diesel","4 l/100km","4x2","Poland","https://carvago.com/car/51762200/bmw-118-110-kw",2022-09-09
"Hyundai","Santa Fe","Red","22999","12800km","8/2018","Automatic","136 kW (185 hp)","2359cc","Petrol","9.3 l/100km","4x4","Germany","https://carvago.com/car/51720386/hyundai-santa-fe-2-4-gdi-4wd-premium-136-kw",2022-09-09
"Audi","S6","Black","79349","32589km","1/2020","Automatic","257 kW (349 hp)","2967cc","Diesel","6.5 l/100km","4x4","Germany","https://carvago.com/car/49644414/audi-s6-257-kw",2022-09-09
"Volvo","V90","Grey","38899","6990km","2/2022","Automatic","146 kW (199 hp)","1969cc","Diesel","5 l/100km","4x2","Sweden","https://carvago.com/car/51473589/volvo-v90-146-kw",2022-09-09
"Mercedes-Benz","E 350","Black","12899","145000km","12/2009","Automatic","215 kW (292 hp)","3498cc","Petrol","8.8 l/100km","4x2","Germany","https://carvago.com/car/50924960/mercedes-benz-e-350-cgi-7g-tronic-215-kw",2022-09-09
"Renault","Talisman","Other interior color","21349","131000km","1/2020","Manual","149 kW (203 hp)","1997cc","Diesel","5 l/100km","4x2","France","https://carvago.com/car/50869275/renault-talisman-estate-bluedci-200-149-kw",2022-09-09
"Lexus","UX","Grey","33049","22139km","6/2020","Automatic","135 kW (184 hp)","1987cc","Other fuel type","4.1 l/100km","4x2","Spain","https://carvago.com/car/51274773/lexus-ux-135-kw",2022-09-09
"SsangYong","Korando","Green","12399","92400km","6/2017","Manual","110 kW (150 hp)","1998cc","Petrol","7.5 l/100km","4x2","Germany","https://carvago.com/car/50114878/ssangyong-korando-2-0-2wd-quartz-110-kw",2022-09-09
"BMW","220","Silver","25649","85700km","11/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x4","Germany","https://carvago.com/car/49347436/bmw-220-140-kw",2022-09-09
"BMW","420","White","40699","20670km","1/2020","Automatic","135 kW (184 hp)","1998cc","Petrol","6 l/100km","4x4","Poland","https://carvago.com/car/49764902/bmw-420-i-coupe-xdrive-135-kw",2022-09-09
"Land Rover","Range Rover Velar","Silver","50349","66550km","2/2019","Automatic","221 kW (300 hp)","2993cc","Diesel","7.6 l/100km","4x4","Germany","https://carvago.com/car/50929120/land-rover-range-rover-velar-221-kw",2022-09-09
"Volkswagen","Golf","Grey","31499","29300km","2/2022","Automatic","110 kW (150 hp)","1968cc","Diesel","3.8 l/100km","4x2","Germany","https://carvago.com/car/50980834/volkswagen-golf-2-0-tdi-scr-dsg-110-kw",2022-09-09
"Mazda","2","Blue","5699","159702km","12/2014","Manual","62 kW (84 hp)","1349cc","Petrol","5 l/100km","4x2","Germany","https://carvago.com/car/51364513/mazda-2-1-3-mzr-sendo-62-kw",2022-09-09
"Mercedes-Benz","A 180","Grey","5199","143000km","6/2010","Automatic","85 kW (116 hp)","1699cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/51636469/mercedes-benz-a-180-85-kw",2022-09-09
"Infiniti","Q30","Grey","25699","22400km","1/2020","Automatic","155 kW (211 hp)","1991cc","Petrol","7.4 l/100km","4x4","Germany","https://carvago.com/car/51775183/infiniti-q30-dct-awd-155-kw",2022-09-09
"Mercedes-Benz","E 220","Silver","43699","26300km","1/2020","Automatic","143 kW (194 hp)","1950cc","Diesel","4.8 l/100km","4x2","Germany","https://carvago.com/car/49507295/mercedes-benz-e-220-d-t-avantgarde-143-kw",2022-09-09
"Kia","Optima","Grey","17749","51000km","1/2019","Manual","120 kW (163 hp)","1999cc","Petrol","8 l/100km","4x2","Poland","https://carvago.com/car/51571691/kia-optima-2-0-120-kw",2022-09-09
"Volvo","XC40","White","33549","104000km","10/2018","Automatic","110 kW (150 hp)","19690cc","Diesel","5 l/100km","4x2","Luxembourg","https://carvago.com/car/49766512/volvo-xc40-d3-110-kw",2022-09-09
