"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Dodge","Charger","Blue","16849","47000km","7/2016","Automatic","287 kW (390 hp)","5700ccm","Petrol","4x4",NA,"Germany","https://carvago.com/car/52455650/dodge-charger-287-kw",2022-11-07
"Volkswagen","T-Roc","White","35749","7866km","5/2022","Manual","110 kW (150 hp)","14980ccm","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-11-07
"Toyota","Land Cruiser","Grey interior","34099","0km","8/2022","Manual","96 kW (131 hp)","4200ccm","Diesel","10 l/100km","4x4","Belgium","https://carvago.com/car/52392857/toyota-land-cruiser-96-kw",2022-11-07
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534ccm","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-11-07
"Dacia","Duster","Red","20599","22399km","1/2022","Manual","85 kW (116 hp)","4161ccm","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/52502965/dacia-duster-dci-115-2wd-prestige-85-kw",2022-11-07
"Ford","Fusion","Black","5299","85000km","10/2009","Manual","59 kW (80 hp)","1388ccm","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/50023756/ford-fusion-1-4-style-59-kw",2022-11-07
"Seat","Leon","Black","33849","14230km","6/2020","Automatic","221 kW (300 hp)","14230ccm","Petrol","7.1 l/100km","4x4","Germany","https://carvago.com/car/52489005/seat-leon-st-tsi-4drive-dsg-opf-cupra-221-kw",2022-11-07
"Toyota","Land Cruiser","White","61899","15km","1/2022","Manual","200 kW (272 hp)","4000ccm","Petrol","10 l/100km","4x4","Netherlands","https://carvago.com/car/41366830/toyota-land-cruiser-4-0-v6-200-kw",2022-11-07
"Peugeot","3008","Red","4999","146400km","1/2011","Manual","82 kW (111 hp)","1560ccm","Diesel","5.2 l/100km","4x2","Czech Republic","https://carvago.com/car/52072799/peugeot-3008-hdi-fap-110-82-kw",2022-11-07
"Toyota","Land Cruiser","Brown interior","58449","20km","7/2022","Manual","200 kW (272 hp)","4000ccm","Petrol","14 l/100km","4x4","Germany","https://carvago.com/car/51771135/toyota-land-cruiser-4-0-v6-200-kw",2022-11-07
"Opel","Crossland","White","20349","24700km","5/2021","Automatic","96 kW (131 hp)","1199ccm","Petrol","4.9 l/100km","4x2","Germany","https://carvago.com/car/52595837/opel-crossland-1-2i-turbo-96-kw",2022-11-07
"Dodge","RAM","Black","69499","308km","2/2022","Automatic","295 kW (401 hp)","5654ccm","LPG","4x4",NA,"Netherlands","https://carvago.com/car/52172049/dodge-ram-295-kw",2022-11-07
"Opel","Antara","Black","7099","123500km","6/2015","Manual","120 kW (163 hp)","2231ccm","Diesel","6.3 l/100km","4x2","Germany","https://carvago.com/car/52201727/opel-antara-2-2-cdti-ecoflex-selection-120-kw",2022-11-07
