"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Peugeot","iOn","White","9899","62900km","3/2019","Automatic","49 kW (67 hp)","14.5","Electric","4x2",NA,"France","https://carvago.com/car/52171301/peugeot-ion-49-kw",2022-10-28
"DFSK","Seres 3","Blue","32049","60km","9/2022","Automatic","120 kW (163 hp)",NA,"Electric","19.7 kWh/100km","4x2","Germany","https://carvago.com/car/52088686/dfsk-seres-120-kw",2022-10-28
"Dodge","Charger","Black","35149","38500km","5/2019","Automatic","280 kW (381 hp)","5654cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51428883/dodge-charger-280-kw",2022-10-28
"Mercedes-Benz","CLA 200","Black","35199","18070km","3/2022","Automatic","110 kW (150 hp)","1950cc","Diesel","4 l/100km","4x2","Sweden","https://carvago.com/car/52384346/mercedes-benz-cla-200-d-110-kw",2022-10-28
"Volkswagen","Caddy","Grey","22149","1921km","1/2022","Manual","84 kW (114 hp)","1498cc","Petrol","5.9 l/100km","4x2","Italy","https://carvago.com/car/51976540/volkswagen-caddy-84-kw",2022-10-28
"Audi","A5","Black","34249","27240km","12/2020","Automatic","196 kW (266 hp)","1984cc","Petrol","6 l/100km","4x4","Sweden","https://carvago.com/car/52325721/audi-a5-coupe-45-tfsi-quattro-196-kw",2022-10-28
"Audi","A3","White","18999","109000km","8/2019","Automatic","96 kW (131 hp)","1498cc","CNG","3.5 kg/100km","4x2","Italy","https://carvago.com/car/51766326/audi-a3-96-kw",2022-10-28
"BMW","220","Silver","25149","69988km","9/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/48348294/bmw-220-140-kw",2022-10-28
"Opel","Movano","White","18349","99768km","3/2019","Manual","96 kW (131 hp)","2298cc","Diesel","4x2",NA,"Italy","https://carvago.com/car/51981325/opel-movano-96-kw",2022-10-28
"Audi","A5","Blue","29649","63390km","6/2019","Automatic","180 kW (245 hp)","1984cc","Petrol","7 l/100km","4x4","Sweden","https://carvago.com/car/50787341/audi-a5-45-tfsi-quattro-180-kw",2022-10-28
"BMW","220","Silver","25599","68900km","7/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/47059758/bmw-220-140-kw",2022-10-28
"Tesla","Model S","Grey","50499","61640km","3/2018","Automatic","386 kW (525 hp)","Euro5","Electric","4x4",NA,"Sweden","https://carvago.com/car/52384602/tesla-model-s-386-kw",2022-10-28
"Volvo","V90","Silver","32499","37460km","3/2020","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/48317669/volvo-v90-d4-awd-momentum-140-kw",2022-10-28
"Audi","SQ5","Black","67999","26223km","5/2020","Automatic","255 kW (347 hp)","2967cc","Diesel","6.8 l/100km","4x4","Germany","https://carvago.com/car/50831243/audi-sq5-tdi-quattro-255-kw",2022-10-28
"Volvo","V90","Grey","32949","18920km","3/2020","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/50326233/volvo-v90-d4-awd-momentum-140-kw",2022-10-28
"Mercedes-Benz","CLA 220","Black","34199","48300km","6/2021","Automatic","140 kW (190 hp)","1950cc","Diesel","4 l/100km","4x2","Sweden","https://carvago.com/car/52330483/mercedes-benz-cla-220-d-brake-8g-dct-140-kw",2022-10-28
"Mercedes-Benz","A 220","Grey","33599","18000km","11/2020","Automatic","140 kW (190 hp)","1950cc","Diesel","4.4 l/100km","4x2","Italy","https://carvago.com/car/51985316/mercedes-benz-a-220-d-140-kw",2022-10-28
"Volvo","V90","White","24949","123140km","10/2018","Automatic","140 kW (190 hp)","1969cc","Diesel","7 l/100km","4x4","Sweden","https://carvago.com/car/50977197/volvo-v90-d4-awd-momentum-140-kw",2022-10-28
"Subaru","Impreza","White","13299","52808km","4/2019","Automatic","84 kW (114 hp)","1600cc","Petrol","6 l/100km","4x2","Germany","https://carvago.com/car/52385348/subaru-impreza-1-6i-comfort-84-kw",2022-10-28
"Mercedes-Benz","CLA 220","Silver","35599","21642km","2/2021","Automatic","140 kW (190 hp)","1950cc","Diesel","4.6 l/100km","4x2","Germany","https://carvago.com/car/52110929/mercedes-benz-cla-220-d-140-kw",2022-10-28
"Volvo","V90","Silver","31599","40000km","3/2020","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/49204384/volvo-v90-d4-awd-momentum-140-kw",2022-10-28
"Land Rover","Range Rover Evoque","Brown","43899","22000km","10/2017","Automatic","177 kW (241 hp)","4l/100km","Petrol","5 l/100km","4x4","Germany","https://carvago.com/car/51083792/land-rover-range-rover-evoque-si4-4wd-autobiography-177-kw",2022-10-28
"Ford","Kuga","White","34899","10km","9/2022","Automatic","165 kW (224 hp)","2488cc","Electric","4x4",NA,"Italy","https://carvago.com/car/52401520/ford-kuga-165-kw",2022-10-28
"Audi","A4 Allroad","Silver","49899","32292km","7/2020","Automatic","210 kW (286 hp)","2967cc","Diesel","7 l/100km","4x4","Germany","https://carvago.com/car/50580346/audi-a4-allroad-210-kw",2022-10-28
"Chevrolet","Aveo","Red","3449","61841km","4/2010","Manual","62 kW (84 hp)","1206cc","Petrol","5.5 l/100km","4x2","Czech Republic","https://carvago.com/car/51768169/chevrolet-aveo-1-2-62-kw",2022-10-28
"BMW","330","Grey","43599","22400km","8/2021","Automatic","210 kW (286 hp)","2993cc","Diesel","4.5 l/100km","4x2","Germany","https://carvago.com/car/52435226/bmw-330-touring-210-kw",2022-10-28
"Alfa Romeo","Giulietta","Black","9399","140426km","1/2013","Manual","173 kW (235 hp)","1742cc","Petrol","7.6 l/100km","4x2","Germany","https://carvago.com/car/52193431/alfa-romeo-giulietta-1-8-tbi-16v-quadrifoglio-verde-173-kw",2022-10-28
"BMW","440","Black","42549","56000km","4/2019","Automatic","240 kW (326 hp)","2998cc","Petrol","7.2 l/100km","4x2","Germany","https://carvago.com/car/52270735/bmw-440i-coupe-240-kw",2022-10-28
"Audi","Q5","Grey","61599","15km","7/2022","Automatic","210 kW (286 hp)","2967cc","Diesel","6.7 l/100km","4x4","Germany","https://carvago.com/car/51562845/audi-q5-50-tdi-quattro-210-kw",2022-10-28
"Mercedes-Benz","A 220","Yellow","41049","3500km","2/2020","Automatic","140 kW (190 hp)","1950cc","Diesel","4.2 l/100km","4x2","Germany","https://carvago.com/car/49110090/mercedes-benz-a-220-d-progressive-140-kw",2022-10-28
"Audi","SQ5","Grey","67699","26223km","5/2020","Automatic","255 kW (347 hp)","2967cc","Diesel","6.8 l/100km","4x4","Germany","https://carvago.com/car/50978230/audi-sq5-tdi-quattro-255-kw",2022-10-28
"Mercedes-Benz","A 250","White","45849","9988km","1/2022","Automatic","165 kW (224 hp)","1991cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/47464335/mercedes-benz-a-250-165-kw",2022-10-28
"BMW","750","Black","63799","68488km","4/2019","Automatic","330 kW (449 hp)","4395cc","Petrol","8.1 l/100km","4x2","Germany","https://carvago.com/car/50724357/bmw-750-330-kw",2022-10-28
"Audi","A5","White","36899","1796km","1/2022","Automatic","110 kW (150 hp)","1984cc","Petrol","6 l/100km","4x2","Poland","https://carvago.com/car/52313899/audi-a5-110-kw",2022-10-28
"Dodge","Charger","Purple","57499","4000km","3/2021","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51140892/dodge-charger-362-kw",2022-10-28
"BMW","120","Grey","22849","39050km","9/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/52315602/bmw-120-140-kw",2022-10-28
"BMW","330","Black","45849","4000km","1/2022","Automatic","190 kW (258 hp)","1998cc","Petrol","6 l/100km","4x4","Poland","https://carvago.com/car/51104782/bmw-330i-xdrive-advantage-190-kw",2022-10-28
"Ford","Mondeo","Blue","22099","45110km","7/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","6 l/100km","4x2","Sweden","https://carvago.com/car/52305814/ford-mondeo-turnier-2-0-ecoblue-titanium-140-kw",2022-10-28
"Volvo","V90","Black","26049","52300km","4/2019","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/52046807/volvo-v90-d4-awd-momentum-140-kw",2022-10-28
"BMW","120","White","23249","35590km","6/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/51990751/bmw-120-140-kw",2022-10-28
"Dodge","RAM","Silver","63399","5639km","1/2020","Automatic","296 kW (402 hp)","5654cc","Petrol","12.8 l/100km","4x4","Netherlands","https://carvago.com/car/50481555/dodge-ram-laramie-296-kw",2022-10-28
"Mercedes-Benz","GLB 220","White","41599","38000km","11/2020","Automatic","140 kW (190 hp)","1950cc","Diesel","5.1 l/100km","4x4","Italy","https://carvago.com/car/51548171/mercedes-benz-glb-220-d-140-kw",2022-10-28
"Citroen","C-Zero","Grey","10899","22547km","4/2019","Automatic","49 kW (67 hp)","Euro6","Electric","4x2",NA,"France","https://carvago.com/car/52466034/citroen-c-zero-49-kw",2022-10-28
"BMW","220","Grey","24449","47600km","11/2019","Automatic","140 kW (190 hp)","1995cc","Diesel","4.4 l/100km","4x2","Germany","https://carvago.com/car/50808737/bmw-220-140-kw",2022-10-28
"BMW","530","Black","36849","95660km","5/2019","Automatic","195 kW (265 hp)","2993cc","Diesel","5.8 l/100km","4x4","Germany","https://carvago.com/car/46991293/bmw-530d-touring-xdrive-195-kw",2022-10-28
"Dodge","Charger","Yellow","38349","49000km","10/2017","Automatic","280 kW (381 hp)","5700cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/44084627/dodge-charger-280-kw",2022-10-28
"Dodge","RAM","Black","63649","7200km","3/2020","Automatic","307 kW (417 hp)","5700cc","LPG","14.7 l/100km","4x4","Germany","https://carvago.com/car/52150862/dodge-ram-307-kw",2022-10-28
"Mercedes-Benz","C 300","Grey","42049","12070km","2/2021","Automatic","180 kW (245 hp)","1950cc","Diesel","4.8 l/100km","4x2","Germany","https://carvago.com/car/52319179/mercedes-benz-c-300-d-t-180-kw",2022-10-28
"BMW","118","Black","33499","7400km","6/2021","Automatic","110 kW (150 hp)","1995cc","Diesel","4 l/100km","4x2","Austria","https://carvago.com/car/51721776/bmw-118d-110-kw",2022-10-28
"BMW","X1","Black","33549","36409km","1/2021","Automatic","110 kW (150 hp)","1995cc","Diesel","4.3 l/100km","4x2","Italy","https://carvago.com/car/50819016/bmw-x1-110-kw",2022-10-28
"Nissan","Micra","Orange","4699","148984km","4/2013","Manual","59 kW (80 hp)","1198cc","Petrol","5.1 l/100km","4x2","Czech Republic","https://carvago.com/car/45734734/nissan-micra-1-2-59-kw",2022-10-28
"Jeep","Renegade","Other interior color","26149","28415km","8/2021","Manual","96 kW (131 hp)","1598cc","Diesel","4.8 l/100km","4x2","Spain","https://carvago.com/car/51013474/jeep-renegade-96-kw",2022-10-28
"BMW","118","White","30449","5840km","1/2022","Automatic","110 kW (150 hp)","1995cc","Diesel","4 l/100km","4x2","Poland","https://carvago.com/car/51762200/bmw-118-110-kw",2022-10-28
"Volvo","V90","White","37099","12270km","12/2021","Automatic","146 kW (199 hp)","1969cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/52257964/volvo-v90-146-kw",2022-10-28
"BMW","118","Black","23449","77307km","3/2019","Automatic","110 kW (150 hp)","1995cc","Diesel","4.4 l/100km","4x2","Germany","https://carvago.com/car/50771132/bmw-118d-110-kw",2022-10-28
"Audi","RS3","Blue","51249","4000km","9/2020","Automatic","294 kW (400 hp)","2480cc","Petrol","8.5 l/100km","4x4","Germany","https://carvago.com/car/52112878/audi-rs3-294-kw",2022-10-28
"Mercedes-Benz","GLB 220","Red","50049","18468km","6/2021","Automatic","140 kW (190 hp)","1950cc","Diesel","4.9 l/100km","4x2","Germany","https://carvago.com/car/50919413/mercedes-benz-glb-220-140-kw",2022-10-28
"Audi","SQ5","Black","69099","26223km","5/2020","Automatic","255 kW (347 hp)","2967cc","Diesel","6.8 l/100km","4x4","Germany","https://carvago.com/car/50837132/audi-sq5-tdi-quattro-255-kw",2022-10-28
"Mazda","CX-5","Blue","26049","7395km","1/2021","Automatic","143 kW (194 hp)","2488cc","Petrol","7 l/100km","4x2","Poland","https://carvago.com/car/51880630/mazda-cx-5-194-automatic-143-kw",2022-10-28
"Audi","A1","Black","21849","3886km","1/2021","Manual","81 kW (110 hp)","999cc","Petrol","5 l/100km","4x2","Poland","https://carvago.com/car/52135058/audi-a1-30-tfsi-81-kw",2022-10-28
"DS Automobiles","DS9","Black","50649","6861km","7/2021","Automatic","165 kW (224 hp)","1598cc","Hybrid","1.5 l/100km","4x2","Spain","https://carvago.com/car/51869673/ds-automobiles-ds9-1-6-e-tense-eat8-165-kw",2022-10-28
"Tesla","Model Y","White","59449","14210km","2/2022","Automatic","254 kW (345 hp)","Noemissionclass","Electric","4x4",NA,"Germany","https://carvago.com/car/52321254/tesla-model-y-254-kw",2022-10-28
"BMW","530","Black","50599","27000km","12/2021","Automatic","210 kW (286 hp)","2993cc","Diesel","5 l/100km","4x2","Germany","https://carvago.com/car/51706036/bmw-530-touring-210-kw",2022-10-28
"Dodge","Charger","White","28399","66258km","7/2018","Automatic","276 kW (375 hp)","5654cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/52220948/dodge-charger-276-kw",2022-10-28
"Skoda","Karoq","White","20699","149950km","11/2018","Manual","110 kW (150 hp)","1968cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/51284784/skoda-karoq-2-0-tdi-scr-4x4-110-kw",2022-10-28
"BMW","520","Grey","50499","6800km","9/2021","Automatic","140 kW (190 hp)","1995cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/49405537/bmw-520d-touring-xdrive-140-kw",2022-10-28
"BMW","440","Black","40299","43940km","5/2019","Automatic","240 kW (326 hp)","2993cc","Petrol","7.2 l/100km","4x2","Germany","https://carvago.com/car/51235683/bmw-440i-coupe-240-kw",2022-10-28
"BMW","340","White","56899","13711km","7/2021","Automatic","250 kW (340 hp)","2993cc","Diesel","5.4 l/100km","4x4","Germany","https://carvago.com/car/52461919/bmw-340-250-kw",2022-10-28
"Skoda","Rapid",NA,"8499","93951km","1/2016","Manual","66 kW (90 hp)","1197cc","Petrol","5 l/100km","4x2","Poland","https://carvago.com/car/52421771/skoda-rapid-1-2-tsi-tec-active-66-kw",2022-10-28
"Volvo","V90","Grey","28699","58780km","8/2019","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x2","Sweden","https://carvago.com/car/51066077/volvo-v90-d4-momentum-140-kw",2022-10-28
"BMW","330","Grey","45649","24200km","11/2021","Automatic","210 kW (286 hp)","2993cc","Diesel","5.6 l/100km","4x2","Germany","https://carvago.com/car/51872433/bmw-330-touring-210-kw",2022-10-28
"Audi","A5","Black","44149","5442km","3/2022","Automatic","150 kW (204 hp)","1968cc","Diesel","4.5 l/100km","4x2","Germany","https://carvago.com/car/52282470/audi-a5-150-kw",2022-10-28
"Audi","S6","Black","77449","41337km","3/2020","Automatic","257 kW (349 hp)","2967cc","Diesel","6.5 l/100km","4x4","Germany","https://carvago.com/car/49580042/audi-s6-257-kw",2022-10-28
"Dodge","Charger","Blue","39799","73000km","7/2018","Automatic","362 kW (492 hp)","6417cc","Petrol","15.5 l/100km","4x2","Germany","https://carvago.com/car/51986082/dodge-charger-362-kw",2022-10-28
"Tesla","Model 3","White","49499","98301km","3/2019","Automatic","377 kW (513 hp)","Noemissionclass","Electric","4x4",NA,"Austria","https://carvago.com/car/52428447/tesla-model-3-377-kw",2022-10-28
"Alfa Romeo","Stelvio","Black","52349","3299km","1/2022","Automatic","206 kW (280 hp)","1995cc","Petrol","7 l/100km","4x4","Poland","https://carvago.com/car/49847138/alfa-romeo-stelvio-2-0-turbo-16v-206-kw",2022-10-28
"Toyota","Hilux","Silver","35549","50km","7/2022","Automatic","108 kW (147 hp)","2400cc","Diesel","10 l/100km","4x2","Belgium","https://carvago.com/car/52296101/toyota-hilux-108-kw",2022-10-28
"Volvo","V90","White","29249","111500km","8/2020","Automatic","140 kW (190 hp)","1969cc","Diesel","5 l/100km","4x4","Sweden","https://carvago.com/car/51575908/volvo-v90-d4-awd-momentum-140-kw",2022-10-28
