"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Volkswagen","T-Roc","White","35749","4900km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-09-01
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-09-01
"Toyota","Aygo X","Red","7799","32868km","5/2016","Manual","51 kW (69 hp)","998cc","Petrol","4.1 l/100km","4x2","Germany","https://carvago.com/car/51678397/toyota-aygo-x-51-kw",2022-09-01
"Dodge","RAM","Black","63199","308km","2/2022","Automatic","295 kW (401 hp)","5654cc","LPG","4x4",NA,"Netherlands","https://carvago.com/car/50034520/dodge-ram-295-kw",2022-09-01
"Dodge","RAM","Grey","52249","14190km","8/2021","Automatic","295 kW (401 hp)","5654cc","LPG","4x4",NA,"Netherlands","https://carvago.com/car/51552411/dodge-ram-sport-295-kw",2022-09-01
"Dodge","RAM","White","39549","2245km","1/2021","Automatic","287 kW (390 hp)","5654cc","LPG","4x4",NA,"Poland","https://carvago.com/car/51496543/dodge-ram-287-kw",2022-09-01
"Volkswagen","Golf","Beige","4699","171730km","12/2009","Manual","75 kW (102 hp)","1595cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/51651028/volkswagen-golf-1-6-comfortline-75-kw",2022-09-01
"Volkswagen","Polo","Black","5399","126654km","4/2009","Manual","51 kW (69 hp)","1198cc","Petrol","5.8 l/100km","4x2","Germany","https://carvago.com/car/51550342/volkswagen-polo-1-2-51-kw",2022-09-01
"Dodge","Charger","Green","47099","17000km","6/2021","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51150520/dodge-charger-362-kw",2022-09-01
"Dodge","Challenger","White","42949","2613km","7/2020","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51354003/dodge-challenger-362-kw",2022-09-01
"Chevrolet","Matiz","Black","2849","89824km","3/2009","Manual","38 kW (52 hp)","796cc","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/51688615/chevrolet-matiz-0-8-s-38-kw",2022-09-01
"Dodge","Charger","Red","50199","23000km","4/2021","Automatic","362 kW (492 hp)","6417cc","Petrol","4x2",NA,"Germany","https://carvago.com/car/51541402/dodge-charger-362-kw",2022-09-01
"Renault","Clio","Grey","3849","173679km","12/2009","Manual","72 kW (98 hp)","1395cc","Petrol","5.6 l/100km","4x2","Germany","https://carvago.com/car/50042331/renault-clio-estate-tce-100-72-kw",2022-09-01
"Ford","Kuga","Green","26699","70236km","1/2018","Automatic","178 kW (242 hp)","1999cc","Petrol","8.7 l/100km","4x2","Germany","https://carvago.com/car/49127221/ford-kuga-178-kw",2022-09-01
"MINI","Cooper D Countryman","Black","9299","131262km","6/2014","Automatic","82 kW (111 hp)","1995cc","Diesel","5.6 l/100km","4x2","Belgium","https://carvago.com/car/51619084/mini-cooper-d-countryman-82-kw",2022-09-01
"Kia","Picanto","Silver","2899","165000km","8/2009","Manual","48 kW (65 hp)","1086cc","Petrol","5 l/100km","4x2","Germany","https://carvago.com/car/50000345/kia-picanto-1-1-48-kw",2022-09-01
"Cadillac","XT4","Silver","30499","28600km","9/2021","Automatic","128 kW (174 hp)","1995cc","Diesel","5.8 l/100km","4x2","Germany","https://carvago.com/car/51317914/cadillac-xt4-350d-128-kw",2022-09-01
"Dodge","RAM","Black","58399","400km","5/2021","Automatic","295 kW (401 hp)","5700cc","Petrol","14.2 l/100km","4x4","Germany","https://carvago.com/car/49563338/dodge-ram-295-kw",2022-09-01
"Opel","Astra","Green","5799","128450km","9/2009","Manual","66 kW (90 hp)","1364cc","Petrol","6.1 l/100km","4x2","Germany","https://carvago.com/car/50604106/opel-astra-1-4-caravan-66-kw",2022-09-01
"Dodge","RAM","White","49149","25000km","11/2020","Automatic","295 kW (401 hp)","5654cc","Petrol","4x4",NA,"Germany","https://carvago.com/car/50549570/dodge-ram-295-kw",2022-09-01
