"brand","model","color","price","km","year","transmission","eng_power","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate"
"Peugeot","308","Black","2999","136039km","7/2009","Automatic","104 kW (141 hp)","1598cc","Petrol","8.2 l/100km","4x2","Netherlands","https://carvago.com/car/51826481/peugeot-308-sw-xt-1-6-thp-104-kw",2022-09-14
"Opel","Crossland X","Orange","15899","69000km","8/2017","Manual","88 kW (120 hp)","15600cc","Diesel","4 l/100km","4x2","Germany","https://carvago.com/car/51680313/opel-crossland-x-diesel-innovation-88-kw",2022-09-14
"Volkswagen","Touareg","White","83649","7000km","1/2022","Automatic","170 kW (231 hp)","2967cc","Diesel","7 l/100km","4x4","Poland","https://carvago.com/car/51856428/volkswagen-touareg-3-0-v6-tdi-dpf-4motion-170-kw",2022-09-14
"Volkswagen","T-Roc","White","35749","5400km","5/2022","Manual","110 kW (150 hp)","14980cc","Petrol","6.6 l/100km","4x2","Germany","https://carvago.com/car/50091982/volkswagen-t-roc-tsi-110-kw",2022-09-14
"Kia","XCeed","Silver","24649","19500km","10/2020","Manual","103 kW (140 hp)","13534cc","Petrol","6.2 l/100km","4x2","Germany","https://carvago.com/car/50175449/kia-xceed-103-kw",2022-09-14
"Ford","Fusion","Black","5599","85000km","10/2009","Manual","59 kW (80 hp)","1388cc","Petrol","6.5 l/100km","4x2","Germany","https://carvago.com/car/50023756/ford-fusion-1-4-style-59-kw",2022-09-14
"Hyundai","i10","Red","2449","122475km","5/2009","Manual","49 kW (67 hp)","1086cc","Petrol","5.2 l/100km","4x2","Germany","https://carvago.com/car/51852674/hyundai-i10-1-1-49-kw",2022-09-14
"Renault","Clio","Grey","15599","13884km","11/2019","Manual","66 kW (90 hp)","14641cc","Diesel","6 l/100km","4x2","Belgium","https://carvago.com/car/48302236/renault-clio-dci-85-business-66-kw",2022-09-14
"Volkswagen","Polo","Silver","2899","159936km","4/2009","Manual","59 kW (80 hp)","1390cc","Petrol","6.4 l/100km","4x2","Germany","https://carvago.com/car/51805277/volkswagen-polo-1-4-16v-59-kw",2022-09-14
"Toyota","Land Cruiser","Brown interior","56949","20km","3/2022","Manual","200 kW (272 hp)","4000cc","Petrol","14 l/100km","4x4","Germany","https://carvago.com/car/51771135/toyota-land-cruiser-4-0-v6-200-kw",2022-09-14
