"brand","model","color","price","km","year","transmission","eng_capacity","fuel_type","consumption","drive_type","location","link","insertdate","id","eng_power_kw","eng_power_hp","age"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://carvago.com/car/50824089/bmw-x6-183-kw","14/09/2022","50824089",NA,NA,NA
"Nissan","Pixo","Black",2849,84004,2010,"Manual",996,"Petrol",4.4,"4x2","Germany","https://carvago.com/car/51882847/nissan-pixo-1-0-50-kw","15/09/2022","51882847",50,68,12
"Mercedes-Benz","E 220","Black",47849,19950,2021,"Automatic",1950,"Diesel",4.9,"4x2","Germany","https://carvago.com/car/51811975/mercedes-benz-e-220-d-t-143-kw","15/09/2022","51811975",143,194,1
"Audi","S6","Black",76899,49000,2020,"Automatic",2967,"Diesel",6.5,"4x4","France","https://carvago.com/car/48670597/audi-s6-257-kw","15/09/2022","48670597",257,349,2
"Audi","A3","Silver",30999,28500,2021,"Automatic",1968,"Diesel",3.9,"4x2","Germany","https://carvago.com/car/51124400/audi-a3-35-tdi-110-kw","15/09/2022","51124400",110,150,1
"Volvo","V90","Blue",33849,12000,2020,"Automatic",1969,"Diesel",5,"4x4","Sweden","https://carvago.com/car/50131137/volvo-v90-d4-awd-momentum-140-kw","15/09/2022","50131137",140,190,2
"Subaru","Forester","White",37299,2500,2022,"Automatic",1996,"Hybrid",NA,NA,"Spain","https://carvago.com/car/49953062/subaru-forester-2-0i-111-kw","15/09/2022","49953062",111,151,0
"BMW","220","Silver",25699,69987,2019,"Automatic",1995,"Diesel",4.6,"4x4","Germany","https://carvago.com/car/49566904/bmw-220-140-kw","15/09/2022","49566904",140,190,3
"Audi","Q2","Silver",34249,6000,2022,"Automatic",1998,"Diesel",4.1,"4x2","Luxembourg","https://carvago.com/car/51697839/audi-q2-30-tdi-s-85-kw","15/09/2022","51697839",85,116,0
"BMW","420 Gran Coupé","White",35149,40642,2021,"Automatic",1998,"Petrol",6,"4x2","Spain","https://carvago.com/car/51718617/bmw-420-gran-coupe-i-135-kw","15/09/2022","51718617",135,184,1
"Audi","Q3","Blue",38349,23568,2021,"Automatic",1968,"Diesel",4.8,"4x4","Germany","https://carvago.com/car/51883418/audi-q3-35-tdi-quattro-advanced-110-kw","15/09/2022","51883418",110,150,1
"BMW","440","Black",40299,43940,2019,"Automatic",2993,"Petrol",7.2,"4x2","Germany","https://carvago.com/car/51235683/bmw-440-i-coupe-240-kw","15/09/2022","51235683",240,326,3
"Audi","Q3","Red",41049,8388,2020,"Automatic",1984,"Petrol",7,"4x4","Germany","https://carvago.com/car/51811994/audi-q3-45-tfsi-s-quattro-tronic-169-kw","15/09/2022","51811994",169,230,2
"Mercedes-Benz","E 350","Black",38699,35220,2018,"Automatic",1991,"Hybrid",2.1,"4x2","Germany","https://carvago.com/car/49774279/mercedes-benz-e-350-avantgarde-210-kw","15/09/2022","49774279",210,286,4
"Lexus","UX","White",22699,32172,2019,"Automatic",1987,"Petrol",6,"4x2","Poland","https://carvago.com/car/51883483/lexus-ux-200-126-kw","15/09/2022","51883483",126,171,3
